Date,Category,Cat_Detail,Cat_CaseCount,Cat_Percent,CAT_DEATHCOUNT,CAT_DEATHPERCENT
04-12-20,RACE,Pending,1748,0.31706874659894801,,
04-12-20,ETHNICITY,Not Hispanic or Latino,3291,0.62000753579502599,,
04-12-20,ETHNICITY,Hispanic,269,5.0678221552373802E-2,,
04-12-20,ETHNICITY,Pending,1748,0.32931424265260001,,
04-12-20,SEX,Female,2740,0.51620195930670698,,
04-12-20,SEX,Male,2464,0.46420497362471702,,
04-12-20,SEX,Pending,104,1.9593067068575699E-2,,
04-13-20,RACE,White,2504,0.44634581105169302,,
04-13-20,RACE,Black or African American,919,0.16381461675579301,,
04-13-20,RACE,Other/Multiracial,266,4.7415329768270897E-2,,
04-13-20,RACE,Asian,73,1.30124777183601E-2,,
04-13-20,RACE,Pending,1848,0.32941176470588202,,
04-13-20,ETHNICITY,Not Hispanic or Latino,3453,0.61550802139037397,,
04-13-20,ETHNICITY,Hispanic,283,5.0445632798574003E-2,,
04-13-20,ETHNICITY,Pending,1874,0.33404634581105203,,
04-13-20,SEX,Female,2885,0.514260249554367,,
04-13-20,SEX,Male,2589,0.46149732620320899,,
04-13-20,SEX,Pending,136,2.4242424242424201E-2,,
04-14-20,RACE,White,2861,0.49132749441868501,,
04-14-20,RACE,Black or African American,1143,0.19629057187016999,,
04-14-20,RACE,Other/Multiracial,358,6.1480336596256201E-2,,
04-14-20,RACE,Asian,83,1.42538210544393E-2,,
04-14-20,RACE,Pending,1378,0.23664777606045001,,
04-14-20,ETHNICITY,Not Hispanic or Latino,3695,0.63455263609823098,,
04-14-20,ETHNICITY,Hispanic,312,5.3580628541988702E-2,,
04-14-20,ETHNICITY,Pending,1816,0.31186673535977999,,
04-14-20,SEX,Female,2993,0.51399622187875704,,
04-14-20,SEX,Male,2703,0.46419371458011299,,
04-14-20,SEX,Pending,127,2.181006354113E-2,,
04-15-20,RACE,White,2972,0.48889620003290002,,
04-15-20,RACE,Black or African American,1218,0.20036190162855699,,
04-15-20,RACE,Other/Multiracial,350,5.7575259088665898E-2,,
04-15-20,RACE,Asian,88,1.4476065142293101E-2,,
04-15-20,RACE,Pending,1451,0.23869057410758299,,
04-15-20,ETHNICITY,Not Hispanic or Latino,3873,0.63711136700115101,,
04-15-20,ETHNICITY,Hispanic,346,5.6917256127652603E-2,,
04-15-20,ETHNICITY,Pending,1860,0.30597137687119602,,
04-15-20,SEX,Female,3109,0.51143280144760594,,
04-15-20,SEX,Male,2809,0.46208257937160702,,
04-15-20,SEX,Pending,161,2.64846191807863E-2,,
04-16-20,RACE,White,3094,0.508965290343807,,
04-16-20,RACE,Black or African American,1298,0.40972222222222199,,
04-16-20,RACE,Other/Multiracial,378,0.119318181818182,,
04-16-20,RACE,Asian,104,3.2828282828282797E-2,,
04-16-20,RACE,Pending,1388,0.43813131313131298,,
04-16-20,ETHNICITY,Not Hispanic or Latino,4062,0.64867454487384202,,
04-16-20,ETHNICITY,Hispanic,384,6.1322261258383901E-2,,
04-16-20,ETHNICITY,Pending,1816,0.29000319386777401,,
04-16-20,SEX,Female,3209,0.51245608431810896,,
04-16-20,SEX,Male,2895,0.46231236026828498,,
04-16-20,SEX,Pending,158,2.5231555413605899E-2,,
04-17-20,RACE,Other/Multiracial,397,6.0403703141599603E-2,,
04-17-20,RACE,White,3195,0.48489907421459999,,
04-17-20,RACE,Black or African American,1383,0.209895280012141,,
04-17-20,RACE,Asian,114,1.7301563211413001E-2,,
04-17-20,RACE,Pending,1500,0.22750037942024601,,
04-17-20,ETHNICITY,Not Hispanic or Latino,4222,0.64076491121566204,,
04-17-20,ETHNICITY,Hispanic,400,6.07072393382911E-2,,
04-17-20,ETHNICITY,Pending,1967,0.29852784944604599,,
04-17-20,SEX,Female,3369,0.51130672332675697,,
04-17-20,SEX,Male,3050,0.46289269995447002,,
04-17-20,SEX,Pending,170,2.5800576718773699E-2,,
04-18-20,RACE,Other/Multiracial,404,5.9746E-2,2,0.01
04-18-20,RACE,White,3282,0.48535899999999998,87,0.6
04-18-20,RACE,Black or African American,1437,0.21251100000000001,46,0.32
04-18-20,RACE,Asian,123,1.8190000000000001E-2,3,0.02
04-18-20,RACE,Pending,1516,0.224194,7,0.05
04-18-20,ETHNICITY,Not Hispanic or Latino,4358,0.64448399999999995,131,0.9
04-18-20,ETHNICITY,Hispanic,429,6.3442999999999999E-2,6,0.04
04-18-20,ETHNICITY,Pending,1975,0.29207300000000003,8,0.06
04-18-20,SEX,Female,3442,0.50902099999999995,56,0.39
04-18-20,SEX,Male,3126,0.46228900000000001,87,0.6
04-18-20,SEX,Pending,194,2.869E-2,2,0.01
04-19-20,RACE,Other/Multiracial,419,5.9264497878359301E-2,2,0.01
04-19-20,RACE,White,3347,0.47340876944837301,88,0.59
04-19-20,RACE,Black or African American,1470,0.20792079207920799,47,0.32
04-19-20,RACE,Asian,130,1.8387553041018401E-2,3,0.02
04-19-20,RACE,Pending,1704,0.241018387553041,8,0.05
04-19-20,ETHNICITY,Not Hispanic or Latino,4456,0.63026874115983,133,0.9
04-19-20,ETHNICITY,Hispanic,441,6.2376237623762397E-2,6,0.04
04-19-20,ETHNICITY,Pending,2173,0.30735502121640701,9,0.06
04-19-20,SEX,Female,3586,0.50721357850070703,57,0.39
04-19-20,SEX,Male,3258,0.460820367751061,89,0.6
04-19-20,SEX,Pending,226,3.1966053748231998E-2,2,0.01
04-20-20,RACE,Other/Multiracial,432,5.9684995855208603E-2,2,0.01
04-20-20,RACE,White,3406,0.47057198121027899,90,0.59
04-20-20,RACE,Black or African American,1512,0.20889748549323001,48,0.32
04-20-20,RACE,Asian,138,1.9066040342636099E-2,4,0.03
04-20-20,RACE,Pending,1750,0.24177949709864599,8,0.05
04-20-20,ETHNICITY,Not Hispanic or Latino,4548,0.62835037303122399,136,0.89
04-20-20,ETHNICITY,Hispanic,467,6.4520585797181507E-2,6,0.04
04-20-20,ETHNICITY,Pending,2223,0.30712904117159401,10,7.0000000000000007E-2
04-20-20,SEX,Female,3644,0.50345399281569503,59,0.39
04-20-20,SEX,Male,3364,0.46476927327991202,92,0.61
04-20-20,SEX,Pending,230,3.1776733904393499E-2,1,0.01
04-21-20,RACE,Other/Multiracial,456,6.1671625642412797E-2,2,0.01
04-21-20,RACE,White,3535,0.47809034352177399,92,0.59
04-21-20,RACE,Black or African American,1582,0.213957262645388,50,0.32
04-21-20,RACE,Asian,151,2.0421963754395499E-2,4,0.03
04-21-20,RACE,Pending,1670,0.22585880443602899,9,0.06
04-21-20,ETHNICITY,Not Hispanic or Latino,4732,0.639978360833108,141,0.9
04-21-20,ETHNICITY,Hispanic,527,7.1274005950770894E-2,6,0.04
04-21-20,ETHNICITY,Pending,2135,0.28874763321612101,10,0.06
04-21-20,SEX,Female,3729,0.50432783337841502,60,0.38
04-21-20,SEX,Male,3454,0.46713551528266201,95,0.61
04-21-20,SEX,Pending,211,2.85366513389235E-2,2,0.01
04-22-20,RACE,Other/Multiracial,489,6.2484060188727403E-2,2,0.01
04-22-20,RACE,White,3637,0.46378474878857401,96,0.57999999999999996
04-22-20,RACE,Black or African American,1620,0.20657995409334401,56,0.34
04-22-20,RACE,Asian,168,2.1423106350420801E-2,4,0.02
04-22-20,RACE,Pending,1928,0.245728130578934,8,0.05
04-22-20,ETHNICITY,Not Hispanic or Latino,4874,0.62152512114256597,150,0.9
04-22-20,ETHNICITY,Hispanic,580,7.3960724305024206E-2,7,0.04
04-22-20,ETHNICITY,Pending,2388,0.30451415455240999,9,0.05
04-22-20,SEX,Female,3880,0.494771741902576,64,0.39
04-22-20,SEX,Male,3696,0.47130833970925801,100,0.6
04-22-20,SEX,Pending,266,3.3919918388166298E-2,2,0.01
04-23-20,RACE,White,3718,0.44979433825308501,98,0.57999999999999996
04-23-20,RACE,Black or African American,1669,0.201911444471328,57,0.34
04-23-20,RACE,Other/Multiracial,515,6.2303411565448802E-2,2,0.01
04-23-20,RACE,Asian,176,2.12920396806194E-2,4,0.02
04-23-20,RACE,Pending,2188,0.26469876602951897,9,0.05
04-23-20,ETHNICITY,Not Hispanic or Latino,4996,0.60440358093394597,153,0.9
04-23-20,ETHNICITY,Hispanic,622,7.5248003871279903E-2,7,0.04
04-23-20,ETHNICITY,Pending,2648,0.32034841519477403,10,0.06
04-23-20,SEX,Female,3950,0.47786111783208302,66,0.39
04-23-20,SEX,Male,4055,0.49056375514154399,102,0.6
04-23-20,SEX,Pending,261,3.15751270263731E-2,2,0.01
04-24-20,RACE,White,3803,0.43582397432959002,103,0.61
04-24-20,RACE,Black or African American,1705,0.195393078157231,55,0.33
04-24-20,RACE,Other/Multiracial,531,6.0852624341049703E-2,1,0.01
04-24-20,RACE,Asian,183,2.0971808388723399E-2,4,0.02
04-24-20,RACE,Pending,2504,0.286958514783406,5,0.03
04-24-20,ETHNICITY,Not Hispanic or Latino,5129,0.58778363511345399,159,0.95
04-24-20,ETHNICITY,Hispanic,652,7.4719229887692001E-2,4,0.02
04-24-20,ETHNICITY,Pending,2945,0.33749713499885398,5,0.03
04-24-20,SEX,Female,4059,0.46516158606463398,66,0.39
04-24-20,SEX,Male,4412,0.50561540224616097,102,0.61
04-24-20,SEX,Pending,255,2.92230116892047E-2,0,0
04-25-20,RACE,White,3912,0.42572599999999999,111,0.62
04-25-20,RACE,Black or African American,1773,0.19294800000000001,55,0.31
04-25-20,RACE,Other/Multiracial,564,6.1378000000000002E-2,2,0.01
04-25-20,RACE,Asian,189,2.0567999999999999E-2,4,0.02
04-25-20,RACE,Pending,2751,0.29937999999999998,6,0.03
04-25-20,ETHNICITY,Not Hispanic or Latino,5288,0.57547099999999995,166,0.93
04-25-20,ETHNICITY,Hispanic,701,7.6286999999999994E-2,5,0.03
04-25-20,ETHNICITY,Pending,3200,0.348242,7,0.04
04-25-20,SEX,Female,4272,0.46490399999999998,71,0.4
04-25-20,SEX,Male,4633,0.50419000000000003,107,0.6
04-25-20,SEX,Pending,284,3.0907E-2,0,0
04-26-20,RACE,White,4028,0.41667528705906698,111,0.61
04-26-20,RACE,Black or African American,1930,0.19964828799006901,57,0.31
04-26-20,RACE,Other/Multiracial,588,6.0825488776249097E-2,3,0.02
04-26-20,RACE,Asian,193,1.9964828799006899E-2,4,0.02
04-26-20,RACE,Pending,2928,0.302886107375608,6,0.03
04-26-20,ETHNICITY,Not Hispanic or Latino,5513,0.57029067963173696,169,0.93
04-26-20,ETHNICITY,Hispanic,731,7.5618082135098796E-2,5,0.03
04-26-20,ETHNICITY,Pending,3423,0.35409123823316402,7,0.04
04-26-20,SEX,Female,4436,0.45888072825074999,71,0.39
04-26-20,SEX,Male,4928,0.50977552498189704,110,0.61
04-26-20,SEX,Pending,303,3.1343746767352798E-2,0,0
04-27-20,RACE,White,4108,0.41419641056664702,112,0.60799999999999998
04-27-20,RACE,Black or African American,1983,0.19993950393224399,57,0.309
04-27-20,RACE,Other/Multiracial,609,6.14035087719298E-2,3,1.6E-2
04-27-20,RACE,Asian,203,2.0467836257309899E-2,5,2.7E-2
04-27-20,RACE,Pending,3015,0.30399274047186903,7,3.7999999999999999E-2
04-27-20,ETHNICITY,Not Hispanic or Latino,5661,0.570780399274047,170,0.92300000000000004
04-27-20,ETHNICITY,Hispanic,754,7.6023391812865507E-2,5,2.7E-2
04-27-20,ETHNICITY,Pending,3503,0.35319620891308701,9,4.8000000000000001E-2
04-27-20,SEX,Female,4568,0.46057672917927001,72,0.39100000000000001
04-27-20,SEX,Male,5033,0.50746118168985699,112,0.60799999999999998
04-27-20,SEX,Pending,317,3.19620891308732E-2,0,0
04-28-20,RACE,White,4257,0.42349781138081999,114,0.60599999999999998
04-28-20,RACE,Black or African American,2059,0.20483485873457999,57,0.30299999999999999
04-28-20,RACE,Other/Multiracial,645,6.4166335057700002E-2,3,1.4999999999999999E-2
04-28-20,RACE,Asian,223,2.2184639872662199E-2,5,2.5999999999999999E-2
04-28-20,RACE,Pending,2868,0.28531635495423802,9,4.7E-2
04-28-20,ETHNICITY,Not Hispanic or Latino,5904,0.58734580183048102,174,0.92500000000000004
04-28-20,ETHNICITY,Hispanic,830,8.2570632709908498E-2,5,2.5999999999999999E-2
04-28-20,ETHNICITY,Pending,3318,0.33008356545960998,9,4.7E-2
04-28-20,SEX,Female,4639,0.46150019896538003,74,0.39300000000000002
04-28-20,SEX,Male,5119,0.50925189017111006,114,0.60599999999999998
04-28-20,SEX,Pending,294,2.92479108635097E-2,0,0
04-29-20,RACE,White,4427,0.42706926490449498,120,0.61499999999999999
04-29-20,RACE,Black or African American,2154,0.207794713486398,57,0.29199999999999998
04-29-20,RACE,Other/Multiracial,688,6.6370827705961796E-2,5,2.5000000000000001E-2
04-29-20,RACE,Asian,239,2.3056145089716401E-2,5,2.5000000000000001E-2
04-29-20,RACE,Pending,2858,0.275709048813429,8,4.1000000000000002E-2
04-29-20,ETHNICITY,Not Hispanic or Latino,6153,0.59357514952730095,180,0.92300000000000004
04-29-20,ETHNICITY,Hispanic,899,8.6725834458807605E-2,5,2.5000000000000001E-2
04-29-20,ETHNICITY,Pending,3314,0.319699016013892,10,5.0999999999999997E-2
04-29-20,SEX,Female,4763,0.45948292494694198,80,0.41
04-29-20,SEX,Male,5318,0.51302334555276896,115,0.58899999999999997
04-29-20,SEX,Pending,285,2.7493729500289402E-2,0,0
04-30-20,RACE,White,4597,0.428225430833721,126,0.63300000000000001
04-30-20,RACE,Black or African American,2233,0.20801117838844899,60,0.30099999999999999
04-30-20,RACE,Other/Multiracial,719,6.6977177456916601E-2,5,2.5000000000000001E-2
04-30-20,RACE,Asian,259,2.4126688402421999E-2,6,0.03
04-30-20,RACE,Pending,2927,0.27265952491849099,2,0.01
04-30-20,ETHNICITY,Not Hispanic or Latino,6390,0.595249184909176,190,0.95399999999999996
04-30-20,ETHNICITY,Hispanic,977,9.1010712622263595E-2,6,0.03
04-30-20,ETHNICITY,Pending,3368,0.31374010246856099,3,1.4999999999999999E-2
04-30-20,SEX,Female,4916,0.45794131346064298,81,0.40699999999999997
04-30-20,SEX,Male,5508,0.51308802980903601,118,0.59199999999999997
04-30-20,SEX,Pending,311,2.8970656730321401E-2,0,0
05-01-20,RACE,White,4937,0.41518795727861402,129,0.63200000000000001
05-01-20,RACE,Black or African American,2447,0.20578588848709101,62,0.30299999999999999
05-01-20,RACE,Other/Multiracial,761,6.39979816668068E-2,5,2.4E-2
05-01-20,RACE,Asian,274,2.3042637288705699E-2,6,2.9000000000000001E-2
05-01-20,RACE,Pending,3472,0.29198553527878202,2,8.9999999999999993E-3
05-01-20,ETHNICITY,Not Hispanic or Latino,6603,0.55529391977125597,195,0.95499999999999996
05-01-20,ETHNICITY,Hispanic,1066,8.9647632663358803E-2,6,2.9000000000000001E-2
05-01-20,ETHNICITY,Pending,4222,0.35505844756538602,3,1.4E-2
05-01-20,SEX,Female,5047,0.42443865108064899,84,0.41099999999999998
05-01-20,SEX,Male,6104,0.51332940879656896,120,0.58799999999999997
05-01-20,SEX,Pending,740,6.2231940122781902E-2,0,0
05-02-20,RACE,White,5129,0.405102282600111,131,0.626
05-02-20,RACE,Black or African American,2578,0.20361740778769399,65,0.311
05-02-20,RACE,Other/Multiracial,799,6.3107179527683396E-2,5,2.3E-2
05-02-20,RACE,Asian,294,2.3220914619698298E-2,6,2.8000000000000001E-2
05-02-20,RACE,Pending,3861,0.30495221546481299,2,8.9999999999999993E-3
05-02-20,ETHNICITY,Not Hispanic or Latino,6782,0.53566069030882202,200,0.95599999999999996
05-02-20,ETHNICITY,Hispanic,1131,8.93294368533291E-2,6,2.8000000000000001E-2
05-02-20,ETHNICITY,Pending,4748,0.37500987283784898,3,1.4E-2
05-02-20,SEX,Female,5271,0.416317826396019,86,0.41099999999999998
05-02-20,SEX,Male,6584,0.52002211515678098,123,0.58799999999999997
05-02-20,SEX,Pending,806,6.3660058447200102E-2,0,0
05-03-20,RACE,White,5227,0.39667602640965299,132,0.628
05-03-20,RACE,Black or African American,2630,0.199590195036807,65,0.309
05-03-20,RACE,Other/Multiracial,840,6.3747438718980004E-2,5,2.3E-2
05-03-20,RACE,Asian,295,2.23874933596418E-2,6,2.8000000000000001E-2
05-03-20,RACE,Pending,4185,0.31759884647491798,2,8.9999999999999993E-3
05-03-20,ETHNICITY,Not Hispanic or Latino,6917,0.52492980192760097,200,0.95199999999999996
05-03-20,ETHNICITY,Hispanic,1184,8.98535326705623E-2,7,3.3000000000000002E-2
05-03-20,ETHNICITY,Pending,5076,0.38521666540183702,3,1.4E-2
05-03-20,SEX,Female,5473,0.415344919177354,86,0.40899999999999997
05-03-20,SEX,Male,6885,0.52250132807163996,124,0.59
05-03-20,SEX,Pending,819,6.21537527510055E-2,0,0
05-04-20,RACE,White,5358,0.39481246776214002,136,0.62100456621004596
05-04-20,RACE,Black or African American,2670,0.19674305504384301,67,0.30593607305936099
05-04-20,RACE,Other/Multiracial,876,6.4549406823373401E-2,5,2.2831050228310501E-2
05-04-20,RACE,Asian,297,2.1884901628472501E-2,6,2.7397260273972601E-2
05-04-20,RACE,Pending,4370,0.32201016874217098,5,2.2831050228310501E-2
05-04-20,ETHNICITY,Not Hispanic or Latino,7076,0.52140593913491995,204,0.931506849315068
05-04-20,ETHNICITY,Hispanic,1217,8.9676516100508405E-2,8,3.6529680365296802E-2
05-04-20,ETHNICITY,Pending,5278,0.38891754476457202,7,3.1963470319634701E-2
05-04-20,SEX,Female,5689,0.41920271166457901,90,0.41095890410958902
05-04-20,SEX,Male,7063,0.52044801414781505,129,0.58904109589041098
05-04-20,SEX,Pending,819,6.0349274187605897E-2,0,0
