Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
03/19/2020,Allegany,0,2,2,17
03/20/2020,Allegany,0,2,10,27
03/21/2020,Allegany,0,2,10,37
03/22/2020,Allegany,0,2,39,76
03/23/2020,Allegany,0,2,2,78
03/24/2020,Allegany,0,2,5,83
03/25/2020,Allegany,0,2,6,89
03/26/2020,Allegany,0,2,9,98
03/27/2020,Allegany,0,2,4,102
03/28/2020,Allegany,4,6,12,114
03/29/2020,Allegany,1,7,7,121
03/30/2020,Allegany,0,7,4,125
03/31/2020,Allegany,2,9,10,135
04/01/2020,Allegany,3,12,14,149
04/02/2020,Allegany,2,14,18,167
04/03/2020,Allegany,2,16,13,180
04/04/2020,Allegany,0,16,8,188
04/05/2020,Allegany,1,17,8,196
04/06/2020,Allegany,0,17,3,199
04/07/2020,Allegany,4,21,16,215
04/08/2020,Allegany,1,22,12,227
04/09/2020,Allegany,4,26,21,248
04/10/2020,Allegany,0,26,16,264
04/11/2020,Allegany,0,26,11,275
04/12/2020,Allegany,0,26,5,280
04/13/2020,Allegany,2,28,14,294
04/14/2020,Allegany,0,28,10,304
04/15/2020,Allegany,0,28,8,312
04/16/2020,Allegany,1,29,21,333
04/17/2020,Allegany,1,30,15,348
04/18/2020,Allegany,0,30,7,355
04/19/2020,Allegany,0,30,5,360
04/20/2020,Allegany,0,30,9,369
04/21/2020,Allegany,0,30,10,379
04/22/2020,Allegany,0,30,14,393
04/23/2020,Allegany,1,31,10,403
04/24/2020,Allegany,4,35,61,464
04/25/2020,Allegany,0,35,12,476
04/26/2020,Allegany,0,35,9,485
04/27/2020,Allegany,0,35,14,499
04/28/2020,Allegany,0,35,26,525
04/29/2020,Allegany,0,35,18,543
04/30/2020,Allegany,0,35,20,563
05/01/2020,Allegany,0,35,11,574
05/02/2020,Allegany,0,35,18,592
05/03/2020,Allegany,0,35,14,606
05/04/2020,Allegany,0,35,31,637
05/05/2020,Allegany,0,35,22,659
05/06/2020,Allegany,0,35,40,699
05/07/2020,Allegany,0,35,33,732
05/08/2020,Allegany,0,35,18,750
05/09/2020,Allegany,1,36,20,770
05/10/2020,Allegany,2,38,35,805
05/11/2020,Allegany,4,42,41,846
05/12/2020,Allegany,2,44,39,885
05/13/2020,Allegany,0,44,53,938
05/14/2020,Allegany,0,44,44,982
05/15/2020,Allegany,0,44,27,1009
05/16/2020,Allegany,0,44,36,1045
05/17/2020,Allegany,0,44,89,1134
05/18/2020,Allegany,0,44,28,1162
05/19/2020,Allegany,0,44,49,1211
05/20/2020,Allegany,0,44,68,1279
05/21/2020,Allegany,0,44,47,1326
05/22/2020,Allegany,0,44,26,1352
05/23/2020,Allegany,0,44,33,1385
05/24/2020,Allegany,0,44,53,1438
05/25/2020,Allegany,0,44,28,1466
05/26/2020,Allegany,1,45,96,1562
05/27/2020,Allegany,0,45,98,1660
05/28/2020,Allegany,0,45,60,1720
05/29/2020,Allegany,0,45,64,1784
05/30/2020,Allegany,0,45,51,1835
05/31/2020,Allegany,3,48,100,1935
06/01/2020,Allegany,0,48,160,2095
06/02/2020,Allegany,1,49,181,2276
06/03/2020,Allegany,0,49,131,2407
06/04/2020,Allegany,2,51,154,2561
06/05/2020,Allegany,0,51,309,2870
06/06/2020,Allegany,0,51,98,2968
06/07/2020,Allegany,0,51,149,3117
06/08/2020,Allegany,0,51,220,3337
06/09/2020,Allegany,1,52,128,3465
06/10/2020,Allegany,1,53,137,3602
06/11/2020,Allegany,0,53,163,3765
06/12/2020,Allegany,1,54,144,3909
06/13/2020,Allegany,0,54,103,4012
06/14/2020,Allegany,1,55,65,4077
06/15/2020,Allegany,0,55,120,4197
06/16/2020,Allegany,0,55,134,4331
06/17/2020,Allegany,2,57,77,4408
06/18/2020,Allegany,1,58,220,4628
06/19/2020,Allegany,0,58,166,4794
06/20/2020,Allegany,0,58,66,4860
06/21/2020,Allegany,0,58,114,4974
06/22/2020,Allegany,0,58,142,5116
06/23/2020,Allegany,0,58,104,5220
06/24/2020,Allegany,0,58,131,5351
06/25/2020,Allegany,0,58,109,5460
06/26/2020,Allegany,0,58,55,5515
03/02/2020,Bronx,0,0,0,0
03/03/2020,Bronx,0,0,1,1
03/04/2020,Bronx,0,0,0,1
03/05/2020,Bronx,0,0,5,6
03/06/2020,Bronx,0,0,6,12
03/07/2020,Bronx,0,0,17,29
03/08/2020,Bronx,1,1,16,45
03/09/2020,Bronx,4,5,31,76
03/10/2020,Bronx,0,5,47,123
03/11/2020,Bronx,2,7,31,154
03/12/2020,Bronx,3,10,36,190
03/13/2020,Bronx,10,20,99,289
03/14/2020,Bronx,8,28,80,369
03/15/2020,Bronx,29,57,116,485
03/16/2020,Bronx,29,86,151,636
03/17/2020,Bronx,123,209,433,1069
03/18/2020,Bronx,154,363,597,1666
03/19/2020,Bronx,191,554,605,2271
03/20/2020,Bronx,297,851,884,3155
03/21/2020,Bronx,367,1218,1044,4199
03/22/2020,Bronx,606,1824,1276,5475
03/23/2020,Bronx,455,2279,970,6445
03/24/2020,Bronx,611,2890,1188,7633
03/25/2020,Bronx,838,3728,1770,9403
03/26/2020,Bronx,829,4557,1428,10831
03/27/2020,Bronx,846,5403,1478,12309
03/28/2020,Bronx,901,6304,1529,13838
03/29/2020,Bronx,658,6962,1160,14998
03/30/2020,Bronx,804,7766,1341,16339
03/31/2020,Bronx,1095,8861,1818,18157
04/01/2020,Bronx,1066,9927,1754,19911
04/02/2020,Bronx,1159,11086,1946,21857
04/03/2020,Bronx,1229,12315,2108,23965
04/04/2020,Bronx,1053,13368,1778,25743
04/05/2020,Bronx,959,14327,1628,27371
04/06/2020,Bronx,1021,15348,1996,29367
04/07/2020,Bronx,1278,16626,2562,31929
04/08/2020,Bronx,1166,17792,2348,34277
04/09/2020,Bronx,1368,19160,2637,36914
04/10/2020,Bronx,1317,20477,2580,39494
04/11/2020,Bronx,964,21441,2081,41575
04/12/2020,Bronx,764,22205,1623,43198
04/13/2020,Bronx,1061,23266,2294,45492
04/14/2020,Bronx,1387,24653,2622,48114
04/15/2020,Bronx,1279,25932,2939,51053
04/16/2020,Bronx,1103,27035,2793,53846
04/17/2020,Bronx,984,28019,2597,56443
04/18/2020,Bronx,804,28823,2162,58605
04/19/2020,Bronx,549,29372,1707,60312
04/20/2020,Bronx,617,29989,2050,62362
04/21/2020,Bronx,879,30868,2942,65304
04/22/2020,Bronx,791,31659,3084,68388
04/23/2020,Bronx,1042,32701,3691,72079
04/24/2020,Bronx,1482,34183,4800,76879
04/25/2020,Bronx,787,34970,2967,79846
04/26/2020,Bronx,586,35556,2363,82209
04/27/2020,Bronx,438,35994,2107,84316
04/28/2020,Bronx,606,36600,2938,87254
04/29/2020,Bronx,644,37244,2977,90231
04/30/2020,Bronx,541,37785,2824,93055
05/01/2020,Bronx,665,38450,3694,96749
05/02/2020,Bronx,466,38916,2857,99606
05/03/2020,Bronx,307,39223,1869,101475
05/04/2020,Bronx,253,39476,2001,103476
05/05/2020,Bronx,363,39839,2657,106133
05/06/2020,Bronx,342,40181,2786,108919
05/07/2020,Bronx,352,40533,3078,111997
05/08/2020,Bronx,271,40804,2873,114870
05/09/2020,Bronx,255,41059,2935,117805
05/10/2020,Bronx,237,41296,2140,119945
05/11/2020,Bronx,145,41441,1510,121455
05/12/2020,Bronx,236,41677,2678,124133
05/13/2020,Bronx,303,41980,3338,127471
05/14/2020,Bronx,539,42519,4408,131879
05/15/2020,Bronx,293,42812,3632,135511
05/16/2020,Bronx,210,43022,2861,138372
05/17/2020,Bronx,136,43158,2126,140498
05/18/2020,Bronx,112,43270,2102,142600
05/19/2020,Bronx,148,43418,2682,145282
05/20/2020,Bronx,185,43603,3618,148900
05/21/2020,Bronx,163,43766,3421,152321
05/22/2020,Bronx,155,43921,3518,155839
05/23/2020,Bronx,216,44137,4575,160414
05/24/2020,Bronx,110,44247,2445,162859
05/25/2020,Bronx,117,44364,2233,165092
05/26/2020,Bronx,139,44503,3064,168156
05/27/2020,Bronx,250,44753,5657,173813
05/28/2020,Bronx,221,44974,5781,179594
05/29/2020,Bronx,142,45116,4817,184411
05/30/2020,Bronx,137,45253,4338,188749
05/31/2020,Bronx,106,45359,3997,192746
06/01/2020,Bronx,107,45466,4069,196815
06/02/2020,Bronx,105,45571,3579,200394
06/03/2020,Bronx,117,45688,4303,204697
06/04/2020,Bronx,90,45778,4606,209303
06/05/2020,Bronx,104,45882,5144,214447
06/06/2020,Bronx,98,45980,4164,218611
06/07/2020,Bronx,72,46052,3718,222329
06/08/2020,Bronx,75,46127,3214,225543
06/09/2020,Bronx,96,46223,4468,230011
06/10/2020,Bronx,93,46316,3929,233940
06/11/2020,Bronx,80,46396,4894,238834
06/12/2020,Bronx,105,46501,5869,244703
06/13/2020,Bronx,66,46567,4578,249281
06/14/2020,Bronx,78,46645,4689,253970
06/15/2020,Bronx,65,46710,4542,258512
06/16/2020,Bronx,68,46778,5106,263618
06/17/2020,Bronx,52,46830,5556,269174
06/18/2020,Bronx,85,46915,6272,275446
06/19/2020,Bronx,64,46979,5007,280453
06/20/2020,Bronx,48,47027,4694,285147
06/21/2020,Bronx,65,47092,4917,290064
06/22/2020,Bronx,62,47154,3723,293787
06/23/2020,Bronx,76,47230,3549,297336
06/24/2020,Bronx,64,47294,4930,302266
06/25/2020,Bronx,89,47383,4377,306643
06/26/2020,Bronx,73,47456,5794,312437
03/02/2020,Broome,0,0,0,0
03/03/2020,Broome,0,0,0,0
03/04/2020,Broome,0,0,0,0
03/05/2020,Broome,0,0,0,0
03/06/2020,Broome,0,0,0,0
03/07/2020,Broome,0,0,0,0
03/08/2020,Broome,0,0,2,2
03/09/2020,Broome,0,0,1,3
03/10/2020,Broome,0,0,1,4
03/11/2020,Broome,0,0,1,5
03/12/2020,Broome,1,1,2,7
03/13/2020,Broome,0,1,2,9
03/14/2020,Broome,0,1,3,12
03/15/2020,Broome,0,1,2,14
03/16/2020,Broome,0,1,1,15
03/17/2020,Broome,0,1,6,21
03/18/2020,Broome,1,2,9,30
03/19/2020,Broome,0,2,3,33
03/20/2020,Broome,0,2,16,49
03/21/2020,Broome,1,3,5,54
03/22/2020,Broome,4,7,20,74
03/23/2020,Broome,2,9,18,92
03/24/2020,Broome,2,11,13,105
03/25/2020,Broome,5,16,37,142
03/26/2020,Broome,2,18,25,167
03/27/2020,Broome,5,23,37,204
03/28/2020,Broome,6,29,45,249
03/29/2020,Broome,6,35,36,285
03/30/2020,Broome,3,38,48,333
03/31/2020,Broome,4,42,35,368
04/01/2020,Broome,4,46,43,411
04/02/2020,Broome,10,56,72,483
04/03/2020,Broome,9,65,55,538
04/04/2020,Broome,6,71,36,574
04/05/2020,Broome,5,76,33,607
04/06/2020,Broome,10,86,47,654
04/07/2020,Broome,2,88,24,678
04/08/2020,Broome,17,105,82,760
04/09/2020,Broome,7,112,58,818
04/10/2020,Broome,5,117,31,849
04/11/2020,Broome,9,126,60,909
04/12/2020,Broome,7,133,39,948
04/13/2020,Broome,13,146,90,1038
04/14/2020,Broome,7,153,73,1111
04/15/2020,Broome,14,167,74,1185
04/16/2020,Broome,11,178,82,1267
04/17/2020,Broome,8,186,64,1331
04/18/2020,Broome,6,192,52,1383
04/19/2020,Broome,7,199,43,1426
04/20/2020,Broome,6,205,47,1473
04/21/2020,Broome,14,219,54,1527
04/22/2020,Broome,5,224,102,1629
04/23/2020,Broome,8,232,85,1714
04/24/2020,Broome,19,251,212,1926
04/25/2020,Broome,6,257,105,2031
04/26/2020,Broome,4,261,69,2100
04/27/2020,Broome,5,266,60,2160
04/28/2020,Broome,7,273,87,2247
04/29/2020,Broome,11,284,114,2361
04/30/2020,Broome,15,299,110,2471
05/01/2020,Broome,6,305,114,2585
05/02/2020,Broome,22,327,415,3000
05/03/2020,Broome,7,334,353,3353
05/04/2020,Broome,4,338,180,3533
05/05/2020,Broome,7,345,273,3806
05/06/2020,Broome,15,360,333,4139
05/07/2020,Broome,4,364,214,4353
05/08/2020,Broome,8,372,252,4605
05/09/2020,Broome,1,373,317,4922
05/10/2020,Broome,5,378,319,5241
05/11/2020,Broome,1,379,271,5512
05/12/2020,Broome,3,382,291,5803
05/13/2020,Broome,1,383,343,6146
05/14/2020,Broome,7,390,343,6489
05/15/2020,Broome,23,413,458,6947
05/16/2020,Broome,1,414,486,7433
05/17/2020,Broome,9,423,379,7812
05/18/2020,Broome,6,429,295,8107
05/19/2020,Broome,7,436,639,8746
05/20/2020,Broome,15,451,419,9165
05/21/2020,Broome,17,468,820,9985
05/22/2020,Broome,17,485,645,10630
05/23/2020,Broome,16,501,629,11259
05/24/2020,Broome,18,519,669,11928
05/25/2020,Broome,3,522,536,12464
05/26/2020,Broome,6,528,369,12833
05/27/2020,Broome,17,545,523,13356
05/28/2020,Broome,12,557,614,13970
05/29/2020,Broome,4,561,531,14501
05/30/2020,Broome,5,566,1002,15503
05/31/2020,Broome,8,574,777,16280
06/01/2020,Broome,4,578,629,16909
06/02/2020,Broome,11,589,826,17735
06/03/2020,Broome,4,593,631,18366
06/04/2020,Broome,12,605,1417,19783
06/05/2020,Broome,8,613,1311,21094
06/06/2020,Broome,7,620,950,22044
06/07/2020,Broome,4,624,745,22789
06/08/2020,Broome,3,627,797,23586
06/09/2020,Broome,3,630,755,24341
06/10/2020,Broome,11,641,875,25216
06/11/2020,Broome,3,644,1085,26301
06/12/2020,Broome,3,647,779,27080
06/13/2020,Broome,4,651,795,27875
06/14/2020,Broome,4,655,382,28257
06/15/2020,Broome,1,656,606,28863
06/16/2020,Broome,1,657,546,29409
06/17/2020,Broome,0,657,442,29851
06/18/2020,Broome,6,663,952,30803
06/19/2020,Broome,2,665,586,31389
06/20/2020,Broome,3,668,430,31819
06/21/2020,Broome,2,670,552,32371
06/22/2020,Broome,1,671,588,32959
06/23/2020,Broome,0,671,179,33138
06/24/2020,Broome,9,680,935,34073
06/25/2020,Broome,17,697,509,34582
06/26/2020,Broome,4,701,922,35504
03/02/2020,Cattaraugus,0,0,0,0
03/03/2020,Cattaraugus,0,0,0,0
03/04/2020,Cattaraugus,0,0,0,0
03/05/2020,Cattaraugus,0,0,0,0
03/06/2020,Cattaraugus,0,0,0,0
03/07/2020,Cattaraugus,0,0,0,0
03/08/2020,Cattaraugus,0,0,0,0
03/09/2020,Cattaraugus,0,0,0,0
03/10/2020,Cattaraugus,0,0,0,0
03/11/2020,Cattaraugus,0,0,0,0
03/12/2020,Cattaraugus,0,0,2,2
03/13/2020,Cattaraugus,0,0,2,4
03/14/2020,Cattaraugus,0,0,1,5
03/15/2020,Cattaraugus,0,0,2,7
03/16/2020,Cattaraugus,0,0,0,7
03/17/2020,Cattaraugus,0,0,0,7
03/18/2020,Cattaraugus,0,0,5,12
03/19/2020,Cattaraugus,0,0,2,14
03/20/2020,Cattaraugus,0,0,10,24
03/21/2020,Cattaraugus,0,0,23,47
03/22/2020,Cattaraugus,0,0,14,61
03/23/2020,Cattaraugus,0,0,12,73
03/24/2020,Cattaraugus,0,0,3,76
03/25/2020,Cattaraugus,0,0,12,88
03/26/2020,Cattaraugus,0,0,13,101
03/27/2020,Cattaraugus,1,1,25,126
03/28/2020,Cattaraugus,3,4,13,139
03/29/2020,Cattaraugus,2,6,7,146
03/30/2020,Cattaraugus,0,6,5,151
03/31/2020,Cattaraugus,1,7,12,163
04/01/2020,Cattaraugus,1,8,28,191
04/02/2020,Cattaraugus,1,9,24,215
04/03/2020,Cattaraugus,0,9,8,223
04/04/2020,Cattaraugus,1,10,12,235
04/05/2020,Cattaraugus,2,12,16,251
04/06/2020,Cattaraugus,1,13,14,265
04/07/2020,Cattaraugus,2,15,19,284
04/08/2020,Cattaraugus,2,17,15,299
04/09/2020,Cattaraugus,1,18,26,325
04/10/2020,Cattaraugus,1,19,7,332
04/11/2020,Cattaraugus,9,28,32,364
04/12/2020,Cattaraugus,0,28,6,370
04/13/2020,Cattaraugus,4,32,13,383
04/14/2020,Cattaraugus,0,32,11,394
04/15/2020,Cattaraugus,0,32,14,408
04/16/2020,Cattaraugus,2,34,31,439
04/17/2020,Cattaraugus,0,34,15,454
04/18/2020,Cattaraugus,0,34,17,471
04/19/2020,Cattaraugus,0,34,1,472
04/20/2020,Cattaraugus,1,35,8,480
04/21/2020,Cattaraugus,2,37,34,514
04/22/2020,Cattaraugus,0,37,40,554
04/23/2020,Cattaraugus,2,39,32,586
04/24/2020,Cattaraugus,6,45,102,688
04/25/2020,Cattaraugus,0,45,24,712
04/26/2020,Cattaraugus,0,45,21,733
04/27/2020,Cattaraugus,0,45,15,748
04/28/2020,Cattaraugus,2,47,76,824
04/29/2020,Cattaraugus,0,47,85,909
04/30/2020,Cattaraugus,2,49,78,987
05/01/2020,Cattaraugus,1,50,80,1067
05/02/2020,Cattaraugus,3,53,54,1121
05/03/2020,Cattaraugus,0,53,7,1128
05/04/2020,Cattaraugus,0,53,14,1142
05/05/2020,Cattaraugus,1,54,47,1189
05/06/2020,Cattaraugus,5,59,65,1254
05/07/2020,Cattaraugus,0,59,36,1290
05/08/2020,Cattaraugus,1,60,54,1344
05/09/2020,Cattaraugus,0,60,21,1365
05/10/2020,Cattaraugus,1,61,103,1468
05/11/2020,Cattaraugus,0,61,29,1497
05/12/2020,Cattaraugus,0,61,77,1574
05/13/2020,Cattaraugus,3,64,134,1708
05/14/2020,Cattaraugus,0,64,173,1881
05/15/2020,Cattaraugus,1,65,186,2067
05/16/2020,Cattaraugus,0,65,142,2209
05/17/2020,Cattaraugus,2,67,207,2416
05/18/2020,Cattaraugus,2,69,24,2440
05/19/2020,Cattaraugus,1,70,152,2592
05/20/2020,Cattaraugus,1,71,186,2778
05/21/2020,Cattaraugus,3,74,125,2903
05/22/2020,Cattaraugus,4,78,176,3079
05/23/2020,Cattaraugus,0,78,172,3251
05/24/2020,Cattaraugus,3,81,311,3562
05/25/2020,Cattaraugus,0,81,136,3698
05/26/2020,Cattaraugus,1,82,162,3860
05/27/2020,Cattaraugus,3,85,286,4146
05/28/2020,Cattaraugus,1,86,147,4293
05/29/2020,Cattaraugus,1,87,189,4482
05/30/2020,Cattaraugus,1,88,183,4665
05/31/2020,Cattaraugus,1,89,215,4880
06/01/2020,Cattaraugus,0,89,333,5213
06/02/2020,Cattaraugus,1,90,375,5588
06/03/2020,Cattaraugus,1,91,290,5878
06/04/2020,Cattaraugus,1,92,304,6182
06/05/2020,Cattaraugus,0,92,416,6598
06/06/2020,Cattaraugus,2,94,193,6791
06/07/2020,Cattaraugus,1,95,245,7036
06/08/2020,Cattaraugus,0,95,183,7219
06/09/2020,Cattaraugus,1,96,205,7424
06/10/2020,Cattaraugus,2,98,258,7682
06/11/2020,Cattaraugus,3,101,282,7964
06/12/2020,Cattaraugus,0,101,341,8305
06/13/2020,Cattaraugus,3,104,272,8577
06/14/2020,Cattaraugus,2,106,155,8732
06/15/2020,Cattaraugus,1,107,393,9125
06/16/2020,Cattaraugus,2,109,202,9327
06/17/2020,Cattaraugus,0,109,219,9546
06/18/2020,Cattaraugus,0,109,335,9881
06/19/2020,Cattaraugus,4,113,325,10206
06/20/2020,Cattaraugus,2,115,377,10583
06/21/2020,Cattaraugus,0,115,252,10835
06/22/2020,Cattaraugus,3,118,220,11055
06/23/2020,Cattaraugus,2,120,210,11265
06/24/2020,Cattaraugus,1,121,316,11581
06/25/2020,Cattaraugus,2,123,149,11730
06/26/2020,Cattaraugus,0,123,389,12119
03/02/2020,Cayuga,0,0,0,0
03/03/2020,Cayuga,0,0,0,0
03/04/2020,Cayuga,0,0,0,0
03/05/2020,Cayuga,0,0,0,0
03/06/2020,Cayuga,0,0,0,0
03/07/2020,Cayuga,0,0,0,0
03/08/2020,Cayuga,0,0,0,0
03/09/2020,Cayuga,0,0,0,0
03/10/2020,Cayuga,0,0,0,0
03/11/2020,Cayuga,0,0,0,0
03/12/2020,Cayuga,0,0,0,0
03/13/2020,Cayuga,0,0,0,0
03/14/2020,Cayuga,0,0,3,3
03/15/2020,Cayuga,0,0,1,4
03/16/2020,Cayuga,0,0,2,6
03/17/2020,Cayuga,0,0,2,8
03/18/2020,Cayuga,0,0,2,10
03/19/2020,Cayuga,0,0,3,13
03/20/2020,Cayuga,0,0,8,21
03/21/2020,Cayuga,0,0,25,46
03/22/2020,Cayuga,2,2,33,79
03/23/2020,Cayuga,0,2,10,89
03/24/2020,Cayuga,0,2,5,94
03/25/2020,Cayuga,0,2,13,107
03/26/2020,Cayuga,0,2,25,132
03/27/2020,Cayuga,0,2,26,158
03/28/2020,Cayuga,0,2,32,190
03/29/2020,Cayuga,1,3,37,227
03/30/2020,Cayuga,0,3,10,237
03/31/2020,Cayuga,0,3,9,246
04/01/2020,Cayuga,1,4,25,271
04/02/2020,Cayuga,2,6,36,307
04/03/2020,Cayuga,1,7,15,322
04/04/2020,Cayuga,1,8,32,354
04/05/2020,Cayuga,3,11,31,385
04/06/2020,Cayuga,3,14,33,418
04/07/2020,Cayuga,0,14,11,429
04/08/2020,Cayuga,2,16,37,466
04/09/2020,Cayuga,11,27,31,497
04/10/2020,Cayuga,1,28,5,502
04/11/2020,Cayuga,1,29,8,510
04/12/2020,Cayuga,1,30,5,515
04/13/2020,Cayuga,3,33,52,567
04/14/2020,Cayuga,3,36,10,577
04/15/2020,Cayuga,0,36,10,587
04/16/2020,Cayuga,0,36,1,588
04/17/2020,Cayuga,0,36,9,597
04/18/2020,Cayuga,0,36,9,606
04/19/2020,Cayuga,0,36,12,618
04/20/2020,Cayuga,0,36,1,619
04/21/2020,Cayuga,0,36,3,622
04/22/2020,Cayuga,1,37,12,634
04/23/2020,Cayuga,2,39,14,648
04/24/2020,Cayuga,8,47,191,839
04/25/2020,Cayuga,0,47,19,858
04/26/2020,Cayuga,1,48,20,878
04/27/2020,Cayuga,0,48,20,898
04/28/2020,Cayuga,0,48,34,932
04/29/2020,Cayuga,0,48,25,957
04/30/2020,Cayuga,3,51,28,985
05/01/2020,Cayuga,0,51,17,1002
05/02/2020,Cayuga,0,51,14,1016
05/03/2020,Cayuga,0,51,10,1026
05/04/2020,Cayuga,0,51,22,1048
05/05/2020,Cayuga,0,51,19,1067
05/06/2020,Cayuga,1,52,25,1092
05/07/2020,Cayuga,0,52,20,1112
