DATE,AGE_RANGE,AR_CASECOUNT,AR_TOTALPERCENT,NEW_ARCASES,AR_NEWPERCENT,AR_TOTALDEATHS,AR_NEWDEATHS
05-07-20,0-10 years,313,0.022205,9,0.1,1,0
05-07-20,11-20 years,883,0.062642,15,0.166667,1,0
05-07-20,21-30 years,2776,0.196935,23,0.255556,1,0
05-07-20,31-40 years,2691,0.190905,36,0.4,3,0
05-07-20,41-50 years,2502,0.177497,32,0.355556,9,-1
05-07-20,51-60 years,2281,0.161819,18,0.2,18,-1
05-07-20,61-70 years,1394,0.098893,13,0.144444,52,0
05-07-20,71-80 years,684,0.048524,8,0.088889,68,0
05-07-20,81+ years,425,0.030150,1,0.011111,84,0
05-07-20,Pending,147,0.010428,-65,-0.722222,0,0
05-08-20,0-10 years,322,0.022298,9,0.026087,1,0
05-08-20,11-20 years,916,0.063431,33,0.095652,1,0
05-08-20,21-30 years,2848,0.197216,72,0.208696,1,0
05-08-20,31-40 years,2766,0.191538,75,0.217391,3,0
05-08-20,41-50 years,2556,0.176996,54,0.156522,9,0
05-08-20,51-60 years,2335,0.161692,54,0.156522,18,0
05-08-20,61-70 years,1417,0.098123,23,0.066667,53,1
05-08-20,71-80 years,693,0.047988,9,0.026087,70,2
05-08-20,81+ years,427,0.029569,2,0.005797,85,1
05-08-20,Pending,161,0.011149,14,0.040580,0,0
05-09-20,0-10 years,340,0.023023,18,0.055046,1,0
05-09-20,11-20 years,942,0.063787,26,0.079511,1,0
05-09-20,21-30 years,2905,0.196709,57,0.174312,1,0
05-09-20,31-40 years,2839,0.19224,73,0.223242,3,0
05-09-20,41-50 years,2596,0.175785,40,0.122324,9,0
05-09-20,51-60 years,2377,0.160956,42,0.12844,18,0
05-09-20,61-70 years,1446,0.097914,29,0.088685,53,0
05-09-20,71-80 years,698,0.047264,5,0.015291,71,1
05-09-20,81+ years,441,0.029862,14,0.042813,85,0
05-09-20,Pending,184,0.012459,23,0.070336,0,0
05-10-20,0-10 years,348,0.023223,8,0.036866,1,0
05-10-20,11-20 years,969,0.064665,27,0.124424,1,0
05-10-20,21-30 years,2939,0.196129,34,0.156682,1,0
05-10-20,31-40 years,2886,0.192593,47,0.21659,3,0
05-10-20,41-50 years,2632,0.175642,36,0.165899,9,0
05-10-20,51-60 years,2402,0.160294,25,0.115207,18,0
05-10-20,61-70 years,1462,0.097564,16,0.073733,53,0
05-10-20,71-80 years,706,0.047114,8,0.036866,72,1
05-10-20,81+ years,445,0.029696,4,0.018433,85,0
05-10-20,Pending,196,0.013080,12,0.055300,0,0
05-11-20,0-10 years,363,0.023353,15,0.026834,1,0
05-11-20,11-20 years,993,0.063883,24,0.042934,1,0
05-11-20,21-30 years,3020,0.194287,81,0.144902,1,0
05-11-20,31-40 years,2953,0.189977,67,0.119857,3,0
05-11-20,41-50 years,2713,0.174537,81,0.144902,10,1
05-11-20,51-60 years,2435,0.156652,33,0.059034,19,1
05-11-20,61-70 years,1484,0.095471,22,0.039356,54,1
05-11-20,71-80 years,722,0.046449,16,0.028623,73,1
05-11-20,81+ years,455,0.029272,10,0.017889,89,4
05-11-20,Pending,406,0.026119,210,0.375671,0,0
05-12-20,0-10 years,379,0.023524,16,0.028269,1,0
05-12-20,11-20 years,1029,0.063869,36,0.063604,1,0
05-12-20,21-30 years,3154,0.195767,134,0.236749,1,0
05-12-20,31-40 years,3100,0.192415,147,0.259717,3,0
05-12-20,41-50 years,2816,0.174787,103,0.181979,12,2
05-12-20,51-60 years,2496,0.154987,61,0.107774,23,4
05-12-20,61-70 years,1508,0.093601,24,0.042403,57,3
05-12-20,71-80 years,733,0.045497,11,0.019435,74,1
05-12-20,81+ years,468,0.029048,13,0.022968,92,3
05-12-20,Pending,427,0.026504,21,0.037102,0,0
05-13-20,0-10 years,389,0.023763,10,0.038462,1,0
05-13-20,11-20 years,1048,0.064020,19,0.073077,1,0
05-13-20,21-30 years,3205,0.195785,51,0.196154,1,0
05-13-20,31-40 years,3165,0.193341,65,0.25,3,0
05-13-20,41-50 years,2871,0.175382,55,0.211538,14,2
05-13-20,51-60 years,2525,0.154246,29,0.111538,24,1
05-13-20,61-70 years,1522,0.092975,14,0.053846,58,1
05-13-20,71-80 years,737,0.045021,4,0.015385,77,3
05-13-20,81+ years,470,0.028711,2,0.007692,94,2
05-13-20,Pending,438,0.026756,11,0.042308,0,0
05-14-20,0-10 years,409,0.024492,20,0.06079,1,0
05-14-20,11-20 years,1087,0.065094,39,0.118541,1,0
05-14-20,21-30 years,3285,0.196718,80,0.243161,1,0
05-14-20,31-40 years,3227,0.193245,62,0.18845,3,0
05-14-20,41-50 years,2924,0.1751,53,0.161094,14,0
05-14-20,51-60 years,2563,0.153482,38,0.115502,26,2
05-14-20,61-70 years,1543,0.092401,21,0.063830,61,3
05-14-20,71-80 years,749,0.044853,12,0.036474,82,5
05-14-20,81+ years,475,0.028445,5,0.015198,98,4
05-14-20,Pending,437,0.026169,-1,-0.003040,0,0
05-15-20,0-10 years,422,0.024867,13,0.047970,1,0
05-15-20,11-20 years,1119,0.065940,32,0.118081,1,0
05-15-20,21-30 years,3325,0.195934,40,0.147601,1,0
05-15-20,31-40 years,3274,0.192929,47,0.173432,3,0
05-15-20,41-50 years,2961,0.174484,37,0.136531,14,0
05-15-20,51-60 years,2589,0.152563,26,0.095941,26,0
05-15-20,61-70 years,1551,0.091397,8,0.02952,61,0
05-15-20,71-80 years,755,0.04449,6,0.02214,85,3
05-15-20,81+ years,479,0.028226,4,0.01476,98,0
05-15-20,Pending,495,0.029169,58,0.214022,0,0
05-16-20,0-10 years,446,0.025798,24,0.075472,1,0
05-16-20,11-20 years,1158,0.066983,39,0.122642,1,0
05-16-20,21-30 years,3378,0.195396,53,0.166667,1,0
05-16-20,31-40 years,3339,0.19314,65,0.204403,3,0
05-16-20,41-50 years,3018,0.174572,57,0.179245,14,0
05-16-20,51-60 years,2619,0.151492,30,0.094340,26,0
05-16-20,61-70 years,1585,0.091682,34,0.106918,62,1
05-16-20,71-80 years,768,0.044424,13,0.040881,87,2
05-16-20,81+ years,481,0.027823,2,0.006289,100,2
05-16-20,Pending,496,0.02869,1,0.003145,0,0
05-17-20,0-10 years,449,0.025822,3,0.03,1,0
05-17-20,11-20 years,1165,0.067000,7,0.07,1,0
05-17-20,21-30 years,3409,0.196055,31,0.31,1,0
05-17-20,31-40 years,3358,0.193122,19,0.19,3,0
05-17-20,41-50 years,3030,0.174258,12,0.12,14,0
05-17-20,51-60 years,2635,0.151541,16,0.16,26,0
05-17-20,61-70 years,1588,0.091327,3,0.03,63,1
05-17-20,71-80 years,774,0.044513,6,0.06,87,0
05-17-20,81+ years,482,0.027720,1,0.01,102,2
05-17-20,Pending,498,0.028640,2,0.02,0,0
