nces_school_id,school_id,nces_district_id,district_id,low_grade,high_grade,school_name,street_address,city,state,zip,zip_4-digit,phone,locale_code,charter,magnet,title_i_school,title_1_school_wide,students,teachers,student_teacher_ratio,free_lunch,reduced_lunch,county_fips
470318001254,TN-00190-0005,4703180,TN-00190,PK,4,Alex Green Elementary,3921 Lloyd RD,Whites Creek,TN,37189,,(615)876-5105,41.0,0,0,0,0,260.0,22.5,11.6,,,47037
470258000648,TN-00570-0006,4702580,TN-00570,PK,7,Alexander Elementary School,900 N Highland AVE,Jackson,TN,38301,,(731)422-1841,13.0,0,0,0,0,378.0,20.2,18.7,,,47113
470348002195,TN-00710-0005,4703480,TN-00710,PK,4,Algood Elementary,2525 Old Walton RD,Algood,TN,38506,,(931)303-0362,33.0,0,0,0,0,577.0,34.0,17.0,,,12107
470348001901,TN-00710-0008,4703480,TN-00710,5,8,Algood Middle School,540 Dry Valley RD,Cookeville,TN,38506,,(931)537-6141,33.0,0,0,0,0,767.0,45.8,16.7,,,12107
470123000373,TN-00250-0005,4701230,TN-00250,PK,8,Allardt Elementary,Box 129 AVE,Allardt,TN,38504,,(931)879-9515,43.0,0,0,0,0,383.0,25.9,14.8,,,47049
470159000489,TN-00330-0005,4701590,TN-00330,PK,5,Allen Elementary,9811 Dallas Hollow RD,Soddy Daisy,TN,37379,,(423)843-4713,21.0,0,0,0,0,498.0,32.0,15.6,,,47065
470453002244,TN-00940-0004,4704530,TN-00940,KG,5,Allendale Elementary School,2100 Prescott Way,Spring Hill,TN,37174,,(615)472-5130,31.0,0,0,0,0,746.0,60.6,12.3,,,47187
470333001414,TN-00670-0005,4703330,TN-00670,KG,8,Allons Elementary,321 Old Celina HWY,Allons,TN,38541,,(931)823-5921,41.0,0,0,0,0,327.0,23.5,13.9,,,47133
470000100477,TN-00320-0005,4700001,TN-00320,PK,5,Alpha Elementary,5620 Old Us 11e HWY,Morristown,TN,37814,,(423)586-3332,13.0,0,0,0,0,618.0,37.0,16.7,,,47063
470159000490,TN-00330-0010,4701590,TN-00330,PK,5,Alpine Crest Elementary,4700 Stagg RD,Chattanooga,TN,37415,,(423)874-1921,21.0,0,0,0,0,294.0,19.2,15.3,,,47065
470014801014,TN-00792-2020,4700148,TN-00792,PK,5,Alton Elementary,2020 Alton Ave,Memphis,TN,38106,,(901)416-7430,11.0,0,0,0,0,316.0,17.7,17.9,,,47157
470015301566,TN-00794-0003,4700153,TN-00794,PK,5,Altruria Elementary,6641 Deermont DR,Bartlett,TN,38134,,(901)373-2600,21.0,0,0,0,0,828.0,54.0,15.3,,,47157
470014402133,TN-00961-0005,4700144,TN-00961,9,12,Alvin C. York Institute,P. O. Box 70,Jamestown,TN,38556,,(931)879-8101,43.0,0,0,0,0,516.0,45.0,11.5,,,47049
470014802040,TN-00792-2023,4700148,TN-00792,6,9,American Way Middle,3805 American Way,Memphis,TN,38118,,(901)416-1250,11.0,0,0,0,0,739.0,38.4,19.2,,,47157
470222002065,TN-00470-0002,4702220,TN-00470,PK,5,Amherst Elementary School,5101 Schaad RD,Knoxville,TN,37931,,(865)560-7001,21.0,0,0,0,0,768.0,48.0,16.0,,,47093
470318001255,TN-00190-0010,4703180,TN-00190,PK,4,Amqui Elementary,319 Anderson LN,Madison,TN,37115,,(615)612-3678,11.0,0,0,0,0,463.0,36.5,12.7,,,47037
470009000003,TN-00010-0003,4700090,TN-00010,9,12,Anderson County Career Technical Center,140 Maverick CIR,Clinton,TN,37716,,(865)457-4205,31.0,0,0,0,0,0.0,24.1,,,,47001
470009002163,TN-00010-7001,4700090,TN-00010,PK,KG,Anderson County Head Start / Preschool,708 N. Main ST,Clinton,TN,37716,,(865)463-2833,21.0,0,0,0,0,69.0,,,,,47001
470009001871,TN-00010-0002,4700090,TN-00010,9,12,Anderson County High School,130 Maverick CIR,Clinton,TN,37716,,(865)457-4716,31.0,0,0,0,0,1074.0,54.0,19.9,,,47001
470177000591,TN-00380-0005,4701770,TN-00380,PK,KG,Anderson Early Childhood,620 West Main,Brownsville,TN,38012,,(731)772-9053,32.0,0,0,0,0,417.0,27.0,15.4,,,47075
470036000107,TN-00821-0005,4700360,TN-00821,PK,6,Anderson Elementary,901 Ninth ST,Bristol,TN,37620,,(423)652-9267,13.0,0,0,0,0,375.0,27.8,13.5,,,47163
470009000004,TN-00010-0005,4700090,TN-00010,PK,5,Andersonville Elementary,1951 Mountain RD,Andersonville,TN,37705,,(865)494-7695,31.0,0,0,0,0,338.0,18.3,18.5,,,47001
470318001256,TN-00190-0015,4703180,TN-00190,PK,4,Andrew Jackson Elementary,110 Shute LN,Old Hickory,TN,37138,,(615)847-7317,11.0,0,0,0,0,511.0,36.0,14.2,,,47037
470219000707,TN-00822-0015,4702190,TN-00822,PK,5,Andrew Jackson Elementary School,600 Jackson ST,Kingsport,TN,37660,,(423)378-2250,13.0,0,0,0,0,455.0,33.0,13.8,,,47163
470258002259,TN-00570-0146,4702580,TN-00570,PK,5,Andrew Jackson Elementary School,211 Old Hickory BLVD,Jackson,TN,38305,,(731)668-8023,13.0,0,0,0,0,523.0,36.7,14.3,,,47113
470219000709,TN-00822-0025,4702190,TN-00822,PK,5,Andrew Johnson Elementary School,1001 Ormond DR,Kingsport,TN,37664,,(423)378-2300,13.0,0,0,0,0,584.0,33.5,17.4,,,47163
470318001257,TN-00190-0020,4703180,TN-00190,9,12,Antioch High School,1900 Hobson PIKE,Antioch,TN,37013,,(615)641-5400,11.0,0,0,0,0,1932.0,114.5,16.9,,,47037
470318001052,TN-00190-0023,4703180,TN-00190,5,8,Antioch Middle,5050 Blue Hole RD,Antioch,TN,37013,,(615)333-5642,11.0,0,0,0,0,767.0,43.5,17.6,,,47037
470159000491,TN-00330-0013,4701590,TN-00330,PK,5,Apison Elementary School,10433 East Brainerd RD,Apison,TN,37302,,(423)236-4322,21.0,0,0,0,0,553.0,35.0,15.8,,,47065
470318001258,TN-00190-0025,4703180,TN-00190,5,8,Apollo Middle,631 Richards RD,Antioch,TN,37013,,(615)333-5025,11.0,0,0,0,0,838.0,50.0,16.8,,,47037
470015300415,TN-00794-0007,4700153,TN-00794,6,8,Appling Middle School,3700 Appling RD,Bartlett,TN,38133,,(901)373-1410,21.0,0,0,0,0,700.0,42.0,16.7,,,47157
470015201567,TN-00793-0005,4700152,TN-00793,PK,5,Arlington Elementary,11825 Douglas,Arlington,TN,38002,,(901)867-6000,31.0,0,0,0,0,812.0,53.8,15.1,,,47157
470258001336,TN-00570-0014,4702580,TN-00570,PK,5,Arlington Elementary School,701 Arlington AVE,Jackson,TN,38301,,(731)265-9784,13.0,0,0,0,0,608.0,37.6,16.2,,,47113
470015202075,TN-00793-0001,4700152,TN-00793,9,12,Arlington High,5475 Airline RD,Arlington,TN,38002,,(901)867-1541,31.0,0,0,0,0,2070.0,111.0,18.6,,,47157
470015201358,TN-00793-0006,4700152,TN-00793,6,8,Arlington Middle,5470 Lamb RD,Arlington,TN,38002,,(901)867-6015,31.0,0,0,0,0,962.0,52.0,18.5,,,47157
470069000263,TN-00061-0010,4700690,TN-00061,PK,5,Arnold Memorial Elementary,473 8th N W ST,Cleveland,TN,37311,,(423)472-2241,13.0,0,0,0,0,397.0,25.0,15.9,,,47011
470014802317,TN-00792-8150,4700148,TN-00792,KG,5,Arrow Academy of Excellence,645 Semmes ST,Memphis,TN,38111,,(901)207-1891,11.0,0,0,0,0,74.0,3.0,24.7,,,47157
470057000227,TN-00110-0005,4700570,TN-00110,PK,4,Ashland City Elementary,108 Elizabeth ST,Ashland City,TN,37015,,(615)792-4296,31.0,0,0,0,0,443.0,25.6,17.3,,,47021
470014701034,TN-00985-8050,4700147,TN-00985,PK,7,Aspire Coleman,3210 Raleigh-Millington RD,Memphis,TN,38128,,(901)567-7068,11.0,0,0,0,0,614.0,29.0,21.2,,,47157
470014802465,TN-00792-8175,4700148,TN-00792,KG,4,Aspire East Academy,6870 Winchester RD,Memphis,TN,38115,,(901)567-7086,11.0,0,0,0,0,294.0,11.0,26.7,,,47157
470014702324,TN-00985-8025,4700147,TN-00985,PK,8,Aspire Hanley Elementary,680 Hanley ST,Memphis,TN,38114,,(901)567-7084,11.0,0,0,0,0,564.0,19.5,28.9,,,47157
470014702356,TN-00985-8024,4700147,TN-00985,PK,8,Aspire Hanley Middle School,680 Hanley ST,Memphis,TN,38114,,(901)567-7084,11.0,0,0,0,0,238.0,13.5,17.6,,,47157
470014802581,TN-00792-8180,4700148,TN-00792,5,5,Aster College Preparatory,1299 E. McLemore AVE,Memphis,TN,38106,,(901)262-2008,,0,0,0,0,,,,,,
470012000025,TN-00541-0005,4700120,TN-00541,6,8,Athens City Middle School,200 Keith LN,Athens,TN,37303,,(423)745-1177,32.0,0,0,0,0,483.0,24.0,20.1,,,47107
470408002159,TN-00840-0004,4704080,TN-00840,PK,5,Atoka Elementary School,870 Rosemark RD,Atoka,TN,38004,,(901)840-9525,31.0,0,0,0,0,899.0,53.0,17.0,,,47167
470045000139,TN-00080-0005,4700450,TN-00080,KG,8,Auburn Elementary,150 Vantrease AVE,Auburntown,TN,37016,,(615)464-4342,42.0,0,0,0,0,125.0,9.5,13.2,,,47015
470014802290,TN-00792-8256,4700148,TN-00792,KG,5,Aurora Collegiate Academy,4841 Summer AVE,Memphis,TN,38122,,(901)249-4615,11.0,0,0,0,0,335.0,18.0,18.6,,,47157
470222000767,TN-00470-0009,4702220,TN-00470,9,12,Austin East High/Magnet,2800 M L King Jr AVE,Knoxville,TN,37914,,(865)594-3792,12.0,0,0,0,0,685.0,54.9,12.5,,,47093
470408002094,TN-00840-0002,4704080,TN-00840,PK,5,Austin Peay Elementary School,474 Academic DR,Covington,TN,38019,,(901)475-5121,42.0,0,0,0,0,587.0,44.0,13.3,,,47167
470348000497,TN-00710-0065,4703480,TN-00710,5,8,Avery Trace Middle School,230 Raider DR,Cookeville,TN,38501,,(931)520-2200,33.0,0,0,0,0,881.0,44.0,20.0,,,12107
470036000108,TN-00821-0007,4700360,TN-00821,PK,6,Avoca Elementary,2440 Volunteer PKWY,Bristol,TN,37620,,(423)652-9445,13.0,0,0,0,0,464.0,28.0,16.6,,,47163
470014801015,TN-00792-2025,4700148,TN-00792,11,12,Avon School,310 Avon Rd,Memphis,TN,38117,,(901)416-2124,11.0,0,0,0,0,186.0,16.0,11.6,,,47157
470014801016,TN-00792-2030,4700148,TN-00792,5,12,B. T. Washington High,715 S Lauderdale St,Memphis,TN,38126,,(901)416-7240,11.0,0,0,0,0,483.0,33.0,14.6,,,47157
470014902076,TN-00795-0008,4700149,TN-00795,PK,5,Bailey Station Elementary School,3435 Bailey Station RD,Collierville,TN,38017,,(901)853-6380,21.0,0,0,0,0,796.0,53.6,14.9,,,47157
470147000441,TN-00300-0005,4701470,TN-00300,PK,8,Baileyton Elementary,6535 Horton HWY,Greeneville,TN,37745,,(423)234-6411,42.0,0,0,0,0,340.0,21.0,16.2,,,47059
470222000719,TN-00470-0010,4702220,TN-00470,PK,5,Ball Camp Elementary,9801 Middlebrook PIKE,Knoxville,TN,37931,,(865)539-7888,21.0,0,0,0,0,535.0,36.0,14.9,,,47093
470014801141,TN-00792-2610,4700148,TN-00792,KG,6,Balmoral/Ridgeway Elementary,5905 Grosvenor Ave,Memphis,TN,38119,,(901)416-2128,11.0,0,0,0,0,325.0,20.6,15.8,,,47157
470369000955,TN-00750-0003,4703690,TN-00750,PK,5,Barfield Elementary,350 Barfield- Crescent RD,Murfreesboro,TN,37128,,(615)904-3810,12.0,0,0,0,0,964.0,58.0,16.6,,,47149
470159000731,TN-00330-0097,4701590,TN-00330,PK,5,Barger Academy,4808 Brainerd RD,Chattanooga,TN,37411,,(423)493-0348,12.0,0,0,0,0,410.0,27.9,14.7,,,47065
470180000600,TN-00390-0005,4701800,TN-00390,PK,8,Bargerton Elementary,6141 Poplar Springs/Bargerton RD,Lexington,TN,38351,,(731)968-7484,42.0,0,0,0,0,260.0,18.0,14.4,,,47077
470303002108,TN-00630-0003,4703030,TN-00630,PK,5,Barkers Mill Elementary,1230 Little Bobcat LN,Clarksville,TN,37042,,(931)906-7235,41.0,0,0,0,0,978.0,64.0,15.3,,,47125
470303001205,TN-00630-0005,4703030,TN-00630,PK,5,Barksdale Elementary,1920 Madison ST,Clarksville,TN,37043,,(931)648-5685,12.0,0,0,0,0,577.0,37.0,15.6,,,47125
470014801568,TN-00792-0010,4700148,TN-00792,PK,8,Barret's Chapel Elementary/Middle,10280 Godwin Rd,Arlington,TN,38002,,(901)873-8160,41.0,0,0,0,0,493.0,33.0,14.9,,,47157
470455002262,TN-00950-0087,4704550,TN-00950,5,12,Barry Tatum Academy,351 Stumpy LN,Lebanon,TN,37087,,(615)453-3400,31.0,0,0,0,0,75.0,2.0,37.5,,,47189
470015301569,TN-00794-0020,4700153,TN-00794,PK,5,Bartlett Elementary School,3932 Billy Maher RD,Bartlett,TN,38135,,(901)373-2610,21.0,0,0,0,0,704.0,47.0,15.0,,,47157
470015301570,TN-00794-0025,4700153,TN-00794,9,12,Bartlett High School,5688 Woodlawn AVE,Bartlett,TN,38134,,(901)373-2620,21.0,0,0,0,0,2734.0,152.0,18.0,,,47157
470159001787,TN-00330-0016,4701590,TN-00330,PK,5,Battle Academy For Teaching Learning,1601 Market ST,Chattanooga,TN,37402,,(423)209-5747,12.0,0,0,0,0,396.0,23.0,17.2,,,47065
470276002596,TN-00600-0115,4702760,TN-00600,PK,4,Battle Creek Elementary School,165 Battle Creek Way,Spring Hill,TN,37174,,(931)388-8403,,0,0,0,0,,,,,,
470276002598,TN-00600-0120,4702760,TN-00600,5,8,Battle Creek Middle School,121 Battle Creek Way,Spring Hill,TN,37174,,(931)388-8403,,0,0,0,0,,,,,,
470348002475,TN-00710-0017,4703480,TN-00710,PK,1,Baxter Primary,125 Elmore Town Road,Baxter,TN,38544,,(931)858-3110,33.0,0,0,0,0,311.0,18.0,17.3,,,12107
470144000434,TN-00290-0005,4701440,TN-00290,PK,6,Bean Station Elementary,200 Bean Station School RD,Bean Station,TN,37708,,(865)767-2131,42.0,0,0,0,0,452.0,31.1,14.5,,,47057
470222000768,TN-00470-0012,4702220,TN-00470,PK,5,Bearden Elementary,5717 Kingston PIKE,Knoxville,TN,37919,,(865)909-9000,12.0,0,0,0,0,345.0,23.2,14.9,,,47093
470222000769,TN-00470-0017,4702220,TN-00470,9,12,Bearden High School,8352 Kingston PIKE,Knoxville,TN,37919,,(865)539-7800,12.0,0,0,0,0,2069.0,111.1,18.6,,,47093
470222000770,TN-00470-0014,4702220,TN-00470,6,8,Bearden Middle School,1000 Francis RD,Knoxville,TN,37909,,(865)539-7839,12.0,0,0,0,0,1309.0,71.5,18.3,,,47093
470222000772,TN-00470-0022,4702220,TN-00470,KG,5,Beaumont Elementary/Magnet,1211 Beaumont AVE,Knoxville,TN,37921,,(865)594-1272,12.0,0,0,0,0,563.0,38.5,14.6,,,47093
470180000601,TN-00390-0010,4701800,TN-00390,PK,8,Beaver Elementary,19830 Highway 22 North,Wildersville,TN,38388,,(731)968-2109,42.0,0,0,0,0,331.0,23.0,14.4,,,47077
470402001656,TN-00830-0005,4704020,TN-00830,PK,5,Beech Elementary,3120 Long Hollow PIKE,Hendersonville,TN,37075,,(615)824-2700,41.0,0,0,0,0,501.0,27.7,18.1,,,47165
470402001891,TN-00830-0007,4704020,TN-00830,9,12,Beech Sr High School,3126 Long Hollow PIKE,Hendersonville,TN,37075,,(615)824-6200,41.0,0,0,0,0,1386.0,82.9,16.7,,,47165
470420001710,TN-00162-0005,4704200,TN-00162,PK,5,Bel Aire Elementary,504 Stone Blvd,Tullahoma,TN,37388,,(931)454-2610,32.0,0,0,0,0,367.0,25.0,14.7,,,47031
470014802489,TN-00792-8350,4700148,TN-00792,4,6,Believe Memphis Academy Charter School,1250 Vollintine AVE,Memphis,TN,38112,,(901)881-7970,11.0,0,0,0,0,115.0,4.5,25.6,,,47157
470014802326,TN-00792-0300,4700148,TN-00792,PK,5,Belle Forest Community School,3135 Ridgeway,Memphis,TN,38115,,(901)416-7200,11.0,0,0,0,0,1202.0,58.2,20.7,,,47157
470222000773,TN-00470-0024,4702220,TN-00470,PK,5,Belle Morris Elementary,2308 Washington PIKE,Knoxville,TN,37917,,(865)594-1277,12.0,0,0,0,0,458.0,38.2,12.0,,,47093
470014801018,TN-00792-2040,4700148,TN-00792,6,8,Bellevue Middle,575 S Bellevue Blvd,Memphis,TN,38104,,(901)416-4488,11.0,0,0,0,0,567.0,30.8,18.4,,,47157
470318001261,TN-00190-0040,4703180,TN-00190,5,8,Bellevue Middle,655 Colice Jeanne RD,Nashville,TN,37221,,(615)662-3000,11.0,0,0,0,0,680.0,39.0,17.4,,,47037
470021000045,TN-00172-0005,4700210,TN-00172,PK,5,Bells Elementary,4547 Highway 88 South,Bells,TN,38006,,(731)663-2041,32.0,0,0,0,0,419.0,29.0,14.4,,,47033
470318001262,TN-00190-0045,4703180,TN-00190,PK,4,Bellshire Elementary,1128 Bell Grimes LN,Nashville,TN,37207,,(615)860-1452,11.0,0,0,0,0,360.0,31.0,11.6,,,47037
470402001944,TN-00830-0104,4704020,TN-00830,PK,5,Benny C. Bills Elementary School,1030 Union School RD,Gallatin,TN,37066,,(615)451-6577,21.0,0,0,0,0,710.0,52.0,13.7,,,47165
470024000250,TN-00030-0004,4700240,TN-00030,9,12,Benton County Academy,175 Briarwood AVE,Camden,TN,38320,,(731)584-1372,33.0,0,0,0,0,0.0,,,,,47005
470345001439,TN-00700-0005,4703450,TN-00700,PK,5,Benton Elementary,215 Schoolhouse Hill RD,Benton,TN,37307,,(423)299-0090,42.0,0,0,0,0,429.0,25.0,17.2,,,47139
470014801019,TN-00792-2045,4700148,TN-00792,PK,8,Berclair Elementary,810 N Perkins Rd,Memphis,TN,38122,,(901)416-8800,11.0,0,0,0,0,671.0,40.5,16.6,,,47157
470159000618,TN-00330-0017,4701590,TN-00330,PK,5,Bess T Shepherd Elementary,7126 Tyner RD,Chattanooga,TN,37421,,(423)855-2611,12.0,0,0,0,0,523.0,33.0,15.8,,,47065
470014801020,TN-00792-2050,4700148,TN-00792,PK,5,Bethel Grove Elementary,2459 Arlington Ave,Memphis,TN,38114,,(901)416-5012,11.0,0,0,0,0,274.0,19.0,14.4,,,47157
470288000999,TN-00550-0015,4702880,TN-00550,PK,8,Bethel Springs Elementary,P. O. Box 38,Bethel Springs,TN,38315,,(731)934-7288,41.0,0,0,0,0,485.0,28.0,17.3,,,47109
470453001801,TN-00940-0005,4704530,TN-00940,PK,5,Bethesda Elementary,4907 Bethesda RD,Thompson Station,TN,37179,,(615)472-4200,42.0,0,0,0,0,539.0,47.3,11.4,,,47187
470402001657,TN-00830-0010,4704020,TN-00830,KG,5,Bethpage Elementary,420 Old Highway 31 E,Bethpage,TN,37022,,(615)841-3212,42.0,0,0,0,0,296.0,22.0,13.5,,,47165
470429001731,TN-00870-0005,4704290,TN-00870,PK,5,Big Ridge Elementary,3420 Hickory Val RD,Maynardville,TN,37807,,(865)992-8687,42.0,0,0,0,0,215.0,14.0,15.4,,,47173
470159000624,TN-00330-0019,4701590,TN-00330,PK,5,Big Ridge Elementary,5210 Cassandra Smith RD,Hixson,TN,37343,,(423)843-4793,12.0,0,0,0,0,506.0,27.9,18.1,,,47065
470024000049,TN-00030-0010,4700240,TN-00030,KG,12,Big Sandy School,13305 Highway 69 A,Big Sandy,TN,38221,,(731)593-3221,43.0,0,0,0,0,259.0,21.5,12.0,,,47005
470315002012,TN-00751-0007,4703150,TN-00751,PK,6,Black Fox Elementary,1753 South Rutherford BLVD,Murfreesboro,TN,37130,,(615)893-6395,12.0,0,0,0,0,878.0,57.3,15.3,,,47149
470033000087,TN-00060-0010,4700330,TN-00060,PK,5,Black Fox Elementary School,3119 Sw Varnell RD,Cleveland,TN,37311,,(423)478-8800,41.0,0,0,0,0,559.0,32.6,17.1,,,47011
470327001964,TN-00660-0007,4703270,TN-00660,PK,8,Black Oak Elementary,365 North Shawtown RD,Hornbeak,TN,38232,,(731)538-2271,43.0,0,0,0,0,286.0,22.0,13.0,,,47131
470369001502,TN-00750-0001,4703690,TN-00750,PK,5,Blackman Elementary School,586 Fortress BLVD,Murfreesboro,TN,37128,,(615)904-3795,12.0,0,0,0,0,969.0,63.0,15.4,,,47149
470369001354,TN-00750-0004,4703690,TN-00750,9,12,Blackman High School,3956 Blaze DR,Murfreesboro,TN,37128,,(615)904-3850,12.0,0,0,0,0,2407.0,130.3,18.5,,,47149
470369001904,TN-00750-0002,4703690,TN-00750,6,12,Blackman Middle School,3945 Blaze DR,Murfreesboro,TN,37128,,(615)904-3860,12.0,0,0,0,0,1488.0,81.1,18.3,,,47149
470249000877,TN-00520-0010,4702490,TN-00520,PK,8,Blanche School,1649 Ardmore HWY,Taft,TN,38488,,(931)425-6141,42.0,0,0,0,0,350.0,22.0,15.9,,,47103
470027000055,TN-00040-0005,4700270,TN-00040,9,12,Bledsoe County High School,877 Main ST,Pikeville,TN,37367,,(423)447-6851,42.0,0,0,0,0,515.0,32.0,16.1,,,47007
470027001035,TN-00040-0006,4700270,TN-00040,6,8,Bledsoe County Middle School,Route 6 Box 7 ST,Pikeville,TN,37367,,(423)447-3212,42.0,0,0,0,0,404.0,25.0,16.2,,,47007
470399001617,TN-00820-0025,4703990,TN-00820,PK,4,Blountville Elementary,155 School AVE,Blountville,TN,37617,,(423)354-1650,23.0,0,0,0,0,304.0,23.0,13.2,,,47163
470399001618,TN-00820-0030,4703990,TN-00820,5,8,Blountville Middle School,1651 Blountville BLVD,Blountville,TN,37617,,(423)354-1600,23.0,0,0,0,0,330.0,23.0,14.3,,,47163
470222000720,TN-00470-0015,4702220,TN-00470,PK,5,Blue Grass Elementary,8901 Blue Grass RD,Knoxville,TN,37922,,(865)539-7864,21.0,0,0,0,0,580.0,34.1,17.0,,,47093
470014802333,TN-00792-7201,4700148,TN-00792,PK,PK,Bluebird Learning Center,1098 South Bellevue,Memphis,TN,38116,,(901)947-1473,11.0,0,0,0,0,0.0,,,,,47157
470399001619,TN-00820-0035,4703990,TN-00820,PK,5,Bluff City Elementary,P O Box 280 DR,Bluff City,TN,37618,,(423)354-1825,22.0,0,0,0,0,522.0,34.0,15.4,,,47163
470015502478,TN-00986-8005,4700155,TN-00986,9,11,Bluff City High School,4905 Fairley RD,Memphis,TN,38109,,(901)881-7375,11.0,0,0,0,0,305.0,16.0,19.1,,,47157
470399001620,TN-00820-0040,4703990,TN-00820,6,8,Bluff City Middle School,P O Box 100 ST,Bluff City,TN,37618,,(423)354-1801,22.0,0,0,0,0,443.0,29.0,15.3,,,47163
470069000270,TN-00061-0012,4700690,TN-00061,PK,5,Blythe-Bower Elementary,604 20th St SE,Cleveland,TN,37311,,(423)479-5121,13.0,0,0,0,0,638.0,39.0,16.4,,,47011
470435000422,TN-00890-0063,4704350,TN-00890,PK,5,Bobby Ray Memorial,504 North Chancery ST,McMinnville,TN,37110,,(931)473-9006,32.0,0,0,0,0,563.0,43.9,12.8,,,47177
470165000539,TN-00350-0005,4701650,TN-00350,PK,5,Bolivar Elementary,445 Nuckolls RD,Bolivar,TN,38008,,(731)658-3981,41.0,0,0,0,0,777.0,55.8,13.9,,,47069
470165000540,TN-00350-0010,4701650,TN-00350,6,8,Bolivar Middle School,P. O. Box 279 ST,Bolivar,TN,38008,,(731)658-3656,32.0,0,0,0,0,366.0,26.0,14.1,,,47069
470014801571,TN-00792-0035,4700148,TN-00792,9,12,Bolton High,7323 Brunswick Road,Arlington,TN,38002,,(901)873-8150,41.0,0,0,0,0,913.0,55.3,16.5,,,47157
470450001792,TN-00930-0010,4704500,TN-00930,PK,5,Bon De Croft Elementary,8095 Crossville HWY,Sparta,TN,38583,,(931)935-2359,42.0,0,0,0,0,181.0,14.0,12.9,,,47185
470015302077,TN-00794-0030,4700153,TN-00794,PK,5,Bon Lin Elementary School,3940 Germantown RD,Bartlett,TN,38134,,(901)937-2344,21.0,0,0,0,0,852.0,58.0,14.7,,,47157
470015302161,TN-00794-0033,4700153,TN-00794,6,8,Bon Lin Middle School,3862 Germantown RD,Bartlett,TN,38133,,(901)347-1520,21.0,0,0,0,0,765.0,44.0,17.4,,,47157
470222000721,TN-00470-0020,4702220,TN-00470,PK,5,Bonny Kate Elementary,7608 Martin Mill PIKE,Knoxville,TN,37920,,(865)579-2108,21.0,0,0,0,0,359.0,24.6,14.6,,,47093
470438002603,TN-00900-0020,4704380,TN-00900,PK,8,Boones Creek Elementary School,132 Highland Church RD,Johnson City,TN,37615,,(423)283-3500,,0,0,0,0,,,,,,
470359000569,TN-00730-0028,4703590,TN-00730,PK,5,Bowers Elementary,120 Breazeale ST,Harriman,TN,37748,,(865)882-1185,32.0,0,0,0,0,613.0,37.5,16.3,,,47145
