NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch
470006000235,TN-00051-0010,4700060,TN-00051,9,12,Alcoa High School,Alcoa,Blount County,1205 Lodge ST,Alcoa,TN,37701,,(865)983-3247,21,Suburb: Large,No,No,,,682,39.2,17.4,,
470006002445,TN-00051-0012,4700060,TN-00051,3,5,Alcoa Intermediate School,Alcoa,Blount County,1325 Springbrook RD,Alcoa,TN,37701,,(865)982-4767,21,Suburb: Large,No,No,Yes,Yes,435,23,18.9,,
470006000236,TN-00051-0006,4700060,TN-00051,6,8,Alcoa Middle School,Alcoa,Blount County,532 Faraday ST,Alcoa,TN,37701,,(865)982-5211,21,Suburb: Large,No,No,,,489,25,19.6,,
470318001254,TN-00190-0005,4703180,TN-00190,PK,4,Alex Green Elementary,Davidson County,Davidson County,3921 Lloyd RD,Whites Creek,TN,37189,,(615)876-5105,41,Rural: Fringe,No,No,Yes,Yes,260,22.5,11.6,,
470258000648,TN-00570-0006,4702580,TN-00570,PK,7,Alexander Elementary School,Madison County,Madison County,900 N Highland AVE,Jackson,TN,38301,,(731)422-1841,13,City: Small,No,Yes,Yes,Yes,378,20.2,18.7,,
470348002195,TN-00710-0005,4703480,TN-00710,PK,4,Algood Elementary,Putnam County,Putnam County,2525 Old Walton RD,Algood,TN,38506,,(931)303-0362,33,Town: Remote,No,No,Yes,Yes,577,34,17,,
470348001901,TN-00710-0008,4703480,TN-00710,5,8,Algood Middle School,Putnam County,Putnam County,540 Dry Valley RD,Cookeville,TN,38506,,(931)537-6141,33,Town: Remote,No,No,Yes,Yes,767,45.8,16.7,,
470123000373,TN-00250-0005,4701230,TN-00250,PK,8,Allardt Elementary,Fentress County,Fentress County,Box 129 AVE,Allardt,TN,38504,,(931)879-9515,43,Rural: Remote,No,No,Yes,Yes,383,25.9,14.8,,
470159000489,TN-00330-0005,4701590,TN-00330,PK,5,Allen Elementary,Hamilton County,Hamilton County,9811 Dallas Hollow RD,Soddy Daisy,TN,37379,,(423)843-4713,21,Suburb: Large,No,No,,,498,32,15.6,,
470453002244,TN-00940-0004,4704530,TN-00940,KG,5,Allendale Elementary School,Williamson County,Williamson County,2100 Prescott Way,Spring Hill,TN,37174,,(615)472-5130,31,Town: Fringe,No,No,,,746,60.6,12.3,,
470333001414,TN-00670-0005,4703330,TN-00670,KG,8,Allons Elementary,Overton County,Overton County,321 Old Celina HWY,Allons,TN,38541,,(931)823-5921,41,Rural: Fringe,No,No,Yes,Yes,327,23.5,13.9,,
470000100477,TN-00320-0005,4700001,TN-00320,PK,5,Alpha Elementary,Hamblen County,Hamblen County,5620 Old Us 11e HWY,Morristown,TN,37814,,(423)586-3332,13,City: Small,No,No,,,618,37,16.7,,
470159000490,TN-00330-0010,4701590,TN-00330,PK,5,Alpine Crest Elementary,Hamilton County,Hamilton County,4700 Stagg RD,Chattanooga,TN,37415,,(423)874-1921,21,Suburb: Large,No,No,Yes,Yes,294,19.2,15.3,,
470014801014,TN-00792-2020,4700148,TN-00792,PK,5,Alton Elementary,Shelby County,Shelby County,2020 Alton Ave,Memphis,TN,38106,,(901)416-7430,11,City: Large,No,No,Yes,Yes,316,17.7,17.9,,
470015301566,TN-00794-0003,4700153,TN-00794,PK,5,Altruria Elementary,Bartlett,Shelby County,6641 Deermont DR,Bartlett,TN,38134,,(901)373-2600,21,Suburb: Large,No,No,Yes,Yes,828,54,15.3,,
470014402133,TN-00961-0005,4700144,TN-00961,9,12,Alvin C. York Institute,Alvin C York Institute,Fentress County,P. O. Box 70,Jamestown,TN,38556,,(931)879-8101,43,Rural: Remote,No,No,Yes,Yes,516,45,11.5,,
470014802040,TN-00792-2023,4700148,TN-00792,6,9,American Way Middle,Shelby County,Shelby County,3805 American Way,Memphis,TN,38118,,(901)416-1250,11,City: Large,No,No,Yes,Yes,739,38.4,19.2,,
470222002065,TN-00470-0002,4702220,TN-00470,PK,5,Amherst Elementary School,Knox County,Knox County,5101 Schaad RD,Knoxville,TN,37931,,(865)560-7001,21,Suburb: Large,No,No,,,768,48,16,,
470318001255,TN-00190-0010,4703180,TN-00190,PK,4,Amqui Elementary,Davidson County,Davidson County,319 Anderson LN,Madison,TN,37115,,(615)612-3678,11,City: Large,No,No,Yes,Yes,463,36.5,12.7,,
470009000003,TN-00010-0003,4700090,TN-00010,9,12,Anderson County Career Technical Center,Anderson County,Anderson County,140 Maverick CIR,Clinton,TN,37716,,(865)457-4205,31,Town: Fringe,No,No,,,0,24.1,,,
470009002163,TN-00010-7001,4700090,TN-00010,PK,KG,Anderson County Head Start / Preschool,Anderson County,Anderson County,708 N. Main ST,Clinton,TN,37716,,(865)463-2833,21,Suburb: Large,No,No,,,69,,,,
470009001871,TN-00010-0002,4700090,TN-00010,9,12,Anderson County High School,Anderson County,Anderson County,130 Maverick CIR,Clinton,TN,37716,,(865)457-4716,31,Town: Fringe,No,No,,,1074,54,19.9,,
470177000591,TN-00380-0005,4701770,TN-00380,PK,KG,Anderson Early Childhood,Haywood County,Haywood County,620 West Main,Brownsville,TN,38012,,(731)772-9053,32,Town: Distant,No,No,Yes,Yes,417,27,15.4,,
470036000107,TN-00821-0005,4700360,TN-00821,PK,6,Anderson Elementary,Bristol,Sullivan County,901 Ninth ST,Bristol,TN,37620,,(423)652-9267,13,City: Small,No,No,Yes,Yes,375,27.8,13.5,,
470009000004,TN-00010-0005,4700090,TN-00010,PK,5,Andersonville Elementary,Anderson County,Anderson County,1951 Mountain RD,Andersonville,TN,37705,,(865)494-7695,31,Town: Fringe,No,No,Yes,Yes,338,18.3,18.5,,
470318001256,TN-00190-0015,4703180,TN-00190,PK,4,Andrew Jackson Elementary,Davidson County,Davidson County,110 Shute LN,Old Hickory,TN,37138,,(615)847-7317,11,City: Large,No,No,,,511,36,14.2,,
470219000707,TN-00822-0015,4702190,TN-00822,PK,5,Andrew Jackson Elementary School,Kingsport,Sullivan County,600 Jackson ST,Kingsport,TN,37660,,(423)378-2250,13,City: Small,No,No,Yes,Yes,455,33,13.8,,
470258002259,TN-00570-0146,4702580,TN-00570,PK,5,Andrew Jackson Elementary School,Madison County,Madison County,211 Old Hickory BLVD,Jackson,TN,38305,,(731)668-8023,13,City: Small,No,Yes,Yes,Yes,523,36.7,14.3,,
470219000709,TN-00822-0025,4702190,TN-00822,PK,5,Andrew Johnson Elementary School,Kingsport,Sullivan County,1001 Ormond DR,Kingsport,TN,37664,,(423)378-2300,13,City: Small,No,No,,,584,33.5,17.4,,
470318001257,TN-00190-0020,4703180,TN-00190,9,12,Antioch High School,Davidson County,Davidson County,1900 Hobson PIKE,Antioch,TN,37013,,(615)641-5400,11,City: Large,No,No,Yes,Yes,1932,114.5,16.9,,
470318001052,TN-00190-0023,4703180,TN-00190,5,8,Antioch Middle,Davidson County,Davidson County,5050 Blue Hole RD,Antioch,TN,37013,,(615)333-5642,11,City: Large,No,No,Yes,Yes,767,43.5,17.6,,
470159000491,TN-00330-0013,4701590,TN-00330,PK,5,Apison Elementary School,Hamilton County,Hamilton County,10433 East Brainerd RD,Apison,TN,37302,,(423)236-4322,21,Suburb: Large,No,No,,,553,35,15.8,,
470318001258,TN-00190-0025,4703180,TN-00190,5,8,Apollo Middle,Davidson County,Davidson County,631 Richards RD,Antioch,TN,37013,,(615)333-5025,11,City: Large,No,No,Yes,Yes,838,50,16.8,,
470015300415,TN-00794-0007,4700153,TN-00794,6,8,Appling Middle School,Bartlett,Shelby County,3700 Appling RD,Bartlett,TN,38133,,(901)373-1410,21,Suburb: Large,No,No,Yes,Yes,700,42,16.7,,
470015201567,TN-00793-0005,4700152,TN-00793,PK,5,Arlington Elementary,Arlington,Shelby County,11825 Douglas,Arlington,TN,38002,,(901)867-6000,31,Town: Fringe,No,No,Yes,Yes,812,53.8,15.1,,
470258001336,TN-00570-0014,4702580,TN-00570,PK,5,Arlington Elementary School,Madison County,Madison County,701 Arlington AVE,Jackson,TN,38301,,(731)265-9784,13,City: Small,No,Yes,Yes,Yes,608,37.6,16.2,,
470015202075,TN-00793-0001,4700152,TN-00793,9,12,Arlington High,Arlington,Shelby County,5475 Airline RD,Arlington,TN,38002,,(901)867-1541,31,Town: Fringe,No,No,Yes,Yes,2070,111,18.6,,
470015201358,TN-00793-0006,4700152,TN-00793,6,8,Arlington Middle,Arlington,Shelby County,5470 Lamb RD,Arlington,TN,38002,,(901)867-6015,31,Town: Fringe,No,No,Yes,Yes,962,52,18.5,,
470069000263,TN-00061-0010,4700690,TN-00061,PK,5,Arnold Memorial Elementary,Cleveland,Bradley County,473 8th N W ST,Cleveland,TN,37311,,(423)472-2241,13,City: Small,No,No,Yes,Yes,397,25,15.9,,
470014802317,TN-00792-8150,4700148,TN-00792,KG,5,Arrow Academy of Excellence,Shelby County,Shelby County,645 Semmes ST,Memphis,TN,38111,,(901)207-1891,11,City: Large,Yes,No,Yes,Yes,74,3,24.7,,
470057000227,TN-00110-0005,4700570,TN-00110,PK,4,Ashland City Elementary,Cheatham County,Cheatham County,108 Elizabeth ST,Ashland City,TN,37015,,(615)792-4296,31,Town: Fringe,No,No,Yes,Yes,443,25.6,17.3,,
470014701034,TN-00985-8050,4700147,TN-00985,PK,7,Aspire Coleman,Achievement School District,Shelby County,3210 Raleigh-Millington RD,Memphis,TN,38128,,(901)567-7068,11,City: Large,Yes,No,Yes,Yes,614,29,21.2,,
470014802465,TN-00792-8175,4700148,TN-00792,KG,4,Aspire East Academy,Shelby County,Shelby County,6870 Winchester RD,Memphis,TN,38115,,(901)567-7086,11,City: Large,Yes,No,Yes,Yes,294,11,26.7,,
470014702324,TN-00985-8025,4700147,TN-00985,PK,8,Aspire Hanley Elementary,Achievement School District,Shelby County,680 Hanley ST,Memphis,TN,38114,,(901)567-7084,11,City: Large,Yes,No,Yes,Yes,564,19.5,28.9,,
470014702356,TN-00985-8024,4700147,TN-00985,PK,8,Aspire Hanley Middle School,Achievement School District,Shelby County,680 Hanley ST,Memphis,TN,38114,,(901)567-7084,11,City: Large,Yes,No,Yes,Yes,238,13.5,17.6,,
470014802581,TN-00792-8180,4700148,TN-00792,5,5,Aster College Preparatory,Shelby County,,1299 E. McLemore AVE,Memphis,TN,38106,,(901)262-2008,,N,Yes,,,,,,,,
470012000025,TN-00541-0005,4700120,TN-00541,6,8,Athens City Middle School,Athens,McMinn County,200 Keith LN,Athens,TN,37303,,(423)745-1177,32,Town: Distant,No,No,Yes,Yes,483,24,20.1,,
470408002159,TN-00840-0004,4704080,TN-00840,PK,5,Atoka Elementary School,Tipton County,Tipton County,870 Rosemark RD,Atoka,TN,38004,,(901)840-9525,31,Town: Fringe,No,No,,,899,53,17,,
470045000139,TN-00080-0005,4700450,TN-00080,KG,8,Auburn Elementary,Cannon County,Cannon County,150 Vantrease AVE,Auburntown,TN,37016,,(615)464-4342,42,Rural: Distant,No,No,Yes,Yes,125,9.5,13.2,,
470014802290,TN-00792-8256,4700148,TN-00792,KG,5,Aurora Collegiate Academy,Shelby County,Shelby County,4841 Summer AVE,Memphis,TN,38122,,(901)249-4615,11,City: Large,Yes,No,Yes,Yes,335,18,18.6,,
470222000767,TN-00470-0009,4702220,TN-00470,9,12,Austin East High/Magnet,Knox County,Knox County,2800 M L King Jr AVE,Knoxville,TN,37914,,(865)594-3792,12,City: Midsize,No,Yes,Yes,Yes,685,54.9,12.5,,
470408002094,TN-00840-0002,4704080,TN-00840,PK,5,Austin Peay Elementary School,Tipton County,Tipton County,474 Academic DR,Covington,TN,38019,,(901)475-5121,42,Rural: Distant,No,No,Yes,Yes,587,44,13.3,,
470348000497,TN-00710-0065,4703480,TN-00710,5,8,Avery Trace Middle School,Putnam County,Putnam County,230 Raider DR,Cookeville,TN,38501,,(931)520-2200,33,Town: Remote,No,No,Yes,Yes,881,44,20,,
470036000108,TN-00821-0007,4700360,TN-00821,PK,6,Avoca Elementary,Bristol,Sullivan County,2440 Volunteer PKWY,Bristol,TN,37620,,(423)652-9445,13,City: Small,No,No,Yes,Yes,464,28,16.6,,
470014801015,TN-00792-2025,4700148,TN-00792,11,12,Avon School,Shelby County,Shelby County,310 Avon Rd,Memphis,TN,38117,,(901)416-2124,11,City: Large,No,No,,,186,16,11.6,,
470014801016,TN-00792-2030,4700148,TN-00792,5,12,B. T. Washington High,Shelby County,Shelby County,715 S Lauderdale St,Memphis,TN,38126,,(901)416-7240,11,City: Large,No,No,Yes,Yes,483,33,14.6,,
470014902076,TN-00795-0008,4700149,TN-00795,PK,5,Bailey Station Elementary School,Collierville,Shelby County,3435 Bailey Station RD,Collierville,TN,38017,,(901)853-6380,21,Suburb: Large,No,No,Yes,Yes,796,53.6,14.9,,
470147000441,TN-00300-0005,4701470,TN-00300,PK,8,Baileyton Elementary,Greene County,Greene County,6535 Horton HWY,Greeneville,TN,37745,,(423)234-6411,42,Rural: Distant,No,No,Yes,Yes,340,21,16.2,,
470222000719,TN-00470-0010,4702220,TN-00470,PK,5,Ball Camp Elementary,Knox County,Knox County,9801 Middlebrook PIKE,Knoxville,TN,37931,,(865)539-7888,21,Suburb: Large,No,No,,,535,36,14.9,,
470014801141,TN-00792-2610,4700148,TN-00792,KG,6,Balmoral/Ridgeway Elementary,Shelby County,Shelby County,5905 Grosvenor Ave,Memphis,TN,38119,,(901)416-2128,11,City: Large,No,Yes,Yes,Yes,325,20.6,15.8,,
470369000955,TN-00750-0003,4703690,TN-00750,PK,5,Barfield Elementary,Rutherford County,Rutherford County,350 Barfield- Crescent RD,Murfreesboro,TN,37128,,(615)904-3810,12,City: Midsize,No,No,,,964,58,16.6,,
470159000731,TN-00330-0097,4701590,TN-00330,PK,5,Barger Academy,Hamilton County,Hamilton County,4808 Brainerd RD,Chattanooga,TN,37411,,(423)493-0348,12,City: Midsize,No,Yes,Yes,Yes,410,27.9,14.7,,
470180000600,TN-00390-0005,4701800,TN-00390,PK,8,Bargerton Elementary,Henderson County,Henderson County,6141 Poplar Springs/Bargerton RD,Lexington,TN,38351,,(731)968-7484,42,Rural: Distant,No,No,Yes,Yes,260,18,14.4,,
470303002108,TN-00630-0003,4703030,TN-00630,PK,5,Barkers Mill Elementary,Montgomery County,Montgomery County,1230 Little Bobcat LN,Clarksville,TN,37042,,(931)906-7235,41,Rural: Fringe,No,No,Yes,Yes,978,64,15.3,,
470303001205,TN-00630-0005,4703030,TN-00630,PK,5,Barksdale Elementary,Montgomery County,Montgomery County,1920 Madison ST,Clarksville,TN,37043,,(931)648-5685,12,City: Midsize,No,No,Yes,Yes,577,37,15.6,,
470014801568,TN-00792-0010,4700148,TN-00792,PK,8,Barret's Chapel Elementary/Middle,Shelby County,Shelby County,10280 Godwin Rd,Arlington,TN,38002,,(901)873-8160,41,Rural: Fringe,No,No,Yes,Yes,493,33,14.9,,
470455002262,TN-00950-0087,4704550,TN-00950,5,12,Barry Tatum Academy,Wilson County,Wilson County,351 Stumpy LN,Lebanon,TN,37087,,(615)453-3400,31,Town: Fringe,No,No,,,75,2,37.5,,
470015301569,TN-00794-0020,4700153,TN-00794,PK,5,Bartlett Elementary School,Bartlett,Shelby County,3932 Billy Maher RD,Bartlett,TN,38135,,(901)373-2610,21,Suburb: Large,No,No,Yes,Yes,704,47,15,,
470015301570,TN-00794-0025,4700153,TN-00794,9,12,Bartlett High School,Bartlett,Shelby County,5688 Woodlawn AVE,Bartlett,TN,38134,,(901)373-2620,21,Suburb: Large,No,No,Yes,Yes,2734,152,18,,
470159001787,TN-00330-0016,4701590,TN-00330,PK,5,Battle Academy For Teaching Learning,Hamilton County,Hamilton County,1601 Market ST,Chattanooga,TN,37402,,(423)209-5747,12,City: Midsize,No,Yes,Yes,Yes,396,23,17.2,,
470276002596,TN-00600-0115,4702760,TN-00600,PK,4,Battle Creek Elementary School,Maury County,,165 Battle Creek Way,Spring Hill,TN,37174,,(931)388-8403,,N,No,,,,,,,,
470276002598,TN-00600-0120,4702760,TN-00600,5,8,Battle Creek Middle School,Maury County,,121 Battle Creek Way,Spring Hill,TN,37174,,(931)388-8403,,N,No,,,,,,,,
470348002475,TN-00710-0017,4703480,TN-00710,PK,1,Baxter Primary,Putnam County,Putnam County,125 Elmore Town Road,Baxter,TN,38544,,(931)858-3110,33,Town: Remote,No,No,Yes,Yes,311,18,17.3,,
470144000434,TN-00290-0005,4701440,TN-00290,PK,6,Bean Station Elementary,Grainger County,Grainger County,200 Bean Station School RD,Bean Station,TN,37708,,(865)767-2131,42,Rural: Distant,No,No,Yes,Yes,452,31.1,14.5,,
470222000768,TN-00470-0012,4702220,TN-00470,PK,5,Bearden Elementary,Knox County,Knox County,5717 Kingston PIKE,Knoxville,TN,37919,,(865)909-9000,12,City: Midsize,No,No,,,345,23.2,14.9,,
470222000769,TN-00470-0017,4702220,TN-00470,9,12,Bearden High School,Knox County,Knox County,8352 Kingston PIKE,Knoxville,TN,37919,,(865)539-7800,12,City: Midsize,No,No,,,2069,111.1,18.6,,
470222000770,TN-00470-0014,4702220,TN-00470,6,8,Bearden Middle School,Knox County,Knox County,1000 Francis RD,Knoxville,TN,37909,,(865)539-7839,12,City: Midsize,No,No,,,1309,71.5,18.3,,
470222000772,TN-00470-0022,4702220,TN-00470,KG,5,Beaumont Elementary/Magnet,Knox County,Knox County,1211 Beaumont AVE,Knoxville,TN,37921,,(865)594-1272,12,City: Midsize,No,Yes,Yes,Yes,563,38.5,14.6,,
470180000601,TN-00390-0010,4701800,TN-00390,PK,8,Beaver Elementary,Henderson County,Henderson County,19830 Highway 22 North,Wildersville,TN,38388,,(731)968-2109,42,Rural: Distant,No,No,Yes,Yes,331,23,14.4,,
470402001656,TN-00830-0005,4704020,TN-00830,PK,5,Beech Elementary,Sumner County,Sumner County,3120 Long Hollow PIKE,Hendersonville,TN,37075,,(615)824-2700,41,Rural: Fringe,No,No,,,501,27.7,18.1,,
470402001891,TN-00830-0007,4704020,TN-00830,9,12,Beech Sr High School,Sumner County,Sumner County,3126 Long Hollow PIKE,Hendersonville,TN,37075,,(615)824-6200,41,Rural: Fringe,No,No,,,1386,82.9,16.7,,
470420001710,TN-00162-0005,4704200,TN-00162,PK,5,Bel Aire Elementary,Tullahoma,Coffee County,504 Stone Blvd,Tullahoma,TN,37388,,(931)454-2610,32,Town: Distant,No,No,Yes,Yes,367,25,14.7,,
470014802489,TN-00792-8350,4700148,TN-00792,4,6,Believe Memphis Academy Charter School,Shelby County,Shelby County,1250 Vollintine AVE,Memphis,TN,38112,,(901)881-7970,11,City: Large,Yes,No,Yes,Yes,115,4.5,25.6,,
470014802326,TN-00792-0300,4700148,TN-00792,PK,5,Belle Forest Community School,Shelby County,Shelby County,3135 Ridgeway,Memphis,TN,38115,,(901)416-7200,11,City: Large,No,No,Yes,Yes,1202,58.2,20.7,,
470222000773,TN-00470-0024,4702220,TN-00470,PK,5,Belle Morris Elementary,Knox County,Knox County,2308 Washington PIKE,Knoxville,TN,37917,,(865)594-1277,12,City: Midsize,No,No,Yes,Yes,458,38.2,12,,
470014801018,TN-00792-2040,4700148,TN-00792,6,8,Bellevue Middle,Shelby County,Shelby County,575 S Bellevue Blvd,Memphis,TN,38104,,(901)416-4488,11,City: Large,No,Yes,Yes,Yes,567,30.8,18.4,,
470318001261,TN-00190-0040,4703180,TN-00190,5,8,Bellevue Middle,Davidson County,Davidson County,655 Colice Jeanne RD,Nashville,TN,37221,,(615)662-3000,11,City: Large,No,Yes,Yes,Yes,680,39,17.4,,
470021000045,TN-00172-0005,4700210,TN-00172,PK,5,Bells Elementary,Bells,Crockett County,4547 Highway 88 South,Bells,TN,38006,,(731)663-2041,32,Town: Distant,No,No,Yes,Yes,419,29,14.4,,
470318001262,TN-00190-0045,4703180,TN-00190,PK,4,Bellshire Elementary,Davidson County,Davidson County,1128 Bell Grimes LN,Nashville,TN,37207,,(615)860-1452,11,City: Large,No,Yes,Yes,Yes,360,31,11.6,,
470402001944,TN-00830-0104,4704020,TN-00830,PK,5,Benny C. Bills Elementary School,Sumner County,Sumner County,1030 Union School RD,Gallatin,TN,37066,,(615)451-6577,21,Suburb: Large,No,No,Yes,Yes,710,52,13.7,,
470024000250,TN-00030-0004,4700240,TN-00030,9,12,Benton County Academy,Benton County,Benton County,175 Briarwood AVE,Camden,TN,38320,,(731)584-1372,33,Town: Remote,No,No,,,0,,,,
470345001439,TN-00700-0005,4703450,TN-00700,PK,5,Benton Elementary,Polk County,Polk County,215 Schoolhouse Hill RD,Benton,TN,37307,,(423)299-0090,42,Rural: Distant,No,No,Yes,Yes,429,25,17.2,,
470014801019,TN-00792-2045,4700148,TN-00792,PK,8,Berclair Elementary,Shelby County,Shelby County,810 N Perkins Rd,Memphis,TN,38122,,(901)416-8800,11,City: Large,No,No,Yes,Yes,671,40.5,16.6,,
470159000618,TN-00330-0017,4701590,TN-00330,PK,5,Bess T Shepherd Elementary,Hamilton County,Hamilton County,7126 Tyner RD,Chattanooga,TN,37421,,(423)855-2611,12,City: Midsize,No,No,Yes,Yes,523,33,15.8,,
470014801020,TN-00792-2050,4700148,TN-00792,PK,5,Bethel Grove Elementary,Shelby County,Shelby County,2459 Arlington Ave,Memphis,TN,38114,,(901)416-5012,11,City: Large,No,No,Yes,Yes,274,19,14.4,,
470288000999,TN-00550-0015,4702880,TN-00550,PK,8,Bethel Springs Elementary,McNairy County,McNairy County,P. O. Box 38,Bethel Springs,TN,38315,,(731)934-7288,41,Rural: Fringe,No,No,Yes,Yes,485,28,17.3,,
470453001801,TN-00940-0005,4704530,TN-00940,PK,5,Bethesda Elementary,Williamson County,Williamson County,4907 Bethesda RD,Thompson Station,TN,37179,,(615)472-4200,42,Rural: Distant,No,No,,,539,47.3,11.4,,
470402001657,TN-00830-0010,4704020,TN-00830,KG,5,Bethpage Elementary,Sumner County,Sumner County,420 Old Highway 31 E,Bethpage,TN,37022,,(615)841-3212,42,Rural: Distant,No,No,Yes,Yes,296,22,13.5,,
470429001731,TN-00870-0005,4704290,TN-00870,PK,5,Big Ridge Elementary,Union County,Union County,3420 Hickory Val RD,Maynardville,TN,37807,,(865)992-8687,42,Rural: Distant,No,No,,,215,14,15.4,,
470159000624,TN-00330-0019,4701590,TN-00330,PK,5,Big Ridge Elementary,Hamilton County,Hamilton County,5210 Cassandra Smith RD,Hixson,TN,37343,,(423)843-4793,12,City: Midsize,No,No,,,506,27.9,18.1,,
470024000049,TN-00030-0010,4700240,TN-00030,KG,12,Big Sandy School,Benton County,Benton County,13305 Highway 69 A,Big Sandy,TN,38221,,(731)593-3221,43,Rural: Remote,No,No,Yes,Yes,259,21.5,12,,
470315002012,TN-00751-0007,4703150,TN-00751,PK,6,Black Fox Elementary,Murfreesboro,Rutherford County,1753 South Rutherford BLVD,Murfreesboro,TN,37130,,(615)893-6395,12,City: Midsize,No,No,Yes,Yes,878,57.3,15.3,,
470033000087,TN-00060-0010,4700330,TN-00060,PK,5,Black Fox Elementary School,Bradley County,Bradley County,3119 Sw Varnell RD,Cleveland,TN,37311,,(423)478-8800,41,Rural: Fringe,No,No,Yes,Yes,559,32.6,17.1,,
470327001964,TN-00660-0007,4703270,TN-00660,PK,8,Black Oak Elementary,Obion County,Obion County,365 North Shawtown RD,Hornbeak,TN,38232,,(731)538-2271,43,Rural: Remote,No,No,Yes,Yes,286,22,13,,
470369001502,TN-00750-0001,4703690,TN-00750,PK,5,Blackman Elementary School,Rutherford County,Rutherford County,586 Fortress BLVD,Murfreesboro,TN,37128,,(615)904-3795,12,City: Midsize,No,No,,,969,63,15.4,,
470369001354,TN-00750-0004,4703690,TN-00750,9,12,Blackman High School,Rutherford County,Rutherford County,3956 Blaze DR,Murfreesboro,TN,37128,,(615)904-3850,12,City: Midsize,No,No,,,2407,130.3,18.5,,
470369001904,TN-00750-0002,4703690,TN-00750,6,12,Blackman Middle School,Rutherford County,Rutherford County,3945 Blaze DR,Murfreesboro,TN,37128,,(615)904-3860,12,City: Midsize,No,No,,,1488,81.1,18.3,,
470249000877,TN-00520-0010,4702490,TN-00520,PK,8,Blanche School,Lincoln County,Lincoln County,1649 Ardmore HWY,Taft,TN,38488,,(931)425-6141,42,Rural: Distant,No,No,Yes,Yes,350,22,15.9,,
470027000055,TN-00040-0005,4700270,TN-00040,9,12,Bledsoe County High School,Bledsoe County,Bledsoe County,877 Main ST,Pikeville,TN,37367,,(423)447-6851,42,Rural: Distant,No,No,,,515,32,16.1,,
470027001035,TN-00040-0006,4700270,TN-00040,6,8,Bledsoe County Middle School,Bledsoe County,Bledsoe County,Route 6 Box 7 ST,Pikeville,TN,37367,,(423)447-3212,42,Rural: Distant,No,No,Yes,Yes,404,25,16.2,,
470399001617,TN-00820-0025,4703990,TN-00820,PK,4,Blountville Elementary,Sullivan County,Sullivan County,155 School AVE,Blountville,TN,37617,,(423)354-1650,23,Suburb: Small,No,No,Yes,Yes,304,23,13.2,,
